Artist,song_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,avg_rank,months_on_chart,eng_line_ratio,eng_word_ratio,company,gender
2NE1,Let's Go Party,0.842,0.703,1,-5.627,0,0.0305,0.0891,0.00226,0.0744,0.607,120.004,228280,4,50,4,0.350649351,0.376237624,YG,Female
2NE1,Pretty Boy,0.856,0.893,11,-3.621,0,0.132,0.109,0,0.102,0.729,119.991,205147,4,34.5,4,0.425287356,0.424,YG,Female
2NE1,Stay Together,0.777,0.687,4,-6.701,0,0.0466,0.0341,7.13E-06,0.128,0.67,125.102,224733,4,50,2,0.086956522,0.116,YG,Female
SISTAR,LONELY,0.445,0.819,7,-3.324,0,0.0587,0.206,0,0.422,0.643,169.577,207932,4,27,3,0.2,0.191011236,Starship,Female
SISTAR,SHAKE IT,0.778,0.957,11,-2.57,0,0.0735,0.0234,0,0.715,0.611,118.997,208507,4,26.33333333,6,0.459459459,0.565359477,Starship,Female
SISTAR,애처럼 굴지마 (Feat. 기리보이),0.604,0.863,9,-3.1,0,0.213,0.122,0,0.456,0.833,176.025,227388,4,50,1,0.025316456,0.043636364,Starship,Female
SISTAR,I Swear,0.638,0.908,8,-2.67,1,0.0902,0.0242,0,0.292,0.85,134.955,237303,4,38.5,2,0.4,0.404833837,Starship,Female
SISTAR,Touch My Body,0.633,0.915,9,-2.347,1,0.106,0.0437,0,0.107,0.622,128.033,206500,4,42,2,0.416666667,0.481617647,Starship,Female
SISTAR,Hot Place (Feat. Brave Sound),0.833,0.923,0,-3.645,1,0.0909,0.0231,3.45E-06,0.129,0.692,123,202136,4,36,2,0.684210526,0.664516129,Starship,Female
PSY,청개구리 (Feat. G-Dragon),0.638,0.858,1,-3.709,1,0.0568,0.00165,0,0.089,0.534,126.967,207877,4,36.66666667,3,0.017241379,0.014705882,YG,Male
PSY,뜨거운 안녕 (Feat. 성시경),0.584,0.899,11,-3.208,0,0.139,0.0189,0,0.0574,0.734,129.882,208973,4,28.2,5,0.058823529,0.043824701,YG,Male
PSY,어땠을까 (Feat. 박정현),0.865,0.802,3,-3.853,1,0.0383,0.193,0,0.099,0.804,105.971,243964,4,37.77777778,9,0,0,YG,Male
PSY,Never Say Goodbye (Feat. 윤도현),0.572,0.717,6,-5.074,1,0.0389,0.0181,0,0.181,0.261,149.973,201723,4,50,2,0.127659574,0.107784431,YG,Male
PSY,강남스타일,0.727,0.937,11,-2.871,0,0.286,0.00417,0,0.091,0.749,132.067,219493,4,18.5,6,0.140625,0.137931034,YG,Male
EXO,Universe,0.38,0.439,3,-5.529,1,0.0314,0.603,0,0.133,0.146,139.805,264366,4,46.85714286,14,0.078947368,0.063583815,SM,Male
EXO,Been Through,0.629,0.575,6,-5.763,0,0.0354,0.235,0,0.0935,0.239,136.053,218090,4,50,2,0.166666667,0.197860963,SM,Male
EXO,Stay,0.792,0.741,8,-6.862,0,0.113,0.464,1.46E-06,0.154,0.341,111.996,230958,4,50,2,0.298245614,0.201550388,SM,Male
EXO,Fall,0.665,0.586,9,-6.724,0,0.048,0.207,0,0.0946,0.343,137.873,207246,4,50,1,0.206896552,0.169082126,SM,Male
EXO,Lights Out,0.521,0.278,9,-9.541,1,0.0447,0.903,0,0.0714,0.19,71.99,186325,3,50,1,0,0,SM,Male
EXO,Power,0.657,0.943,7,-3.031,1,0.0856,0.0315,0,0.149,0.76,127.958,222406,4,47.57142857,7,0.420289855,0.475655431,SM,Male
EXO,Sweet Lies,0.59,0.592,1,-7.146,1,0.0758,0.0456,0,0.104,0.211,102.857,216200,4,50,1,0.476923077,0.471223022,SM,Male
EXO,Boomerang,0.8,0.776,0,-3.009,1,0.0334,0.202,0,0.0929,0.791,110.026,180386,4,50,1,0.347826087,0.322957198,SM,Male
EXO,For Life,0.517,0.353,3,-6.522,1,0.0268,0.887,6.35E-06,0.0997,0.265,91.736,238660,4,50,4,0.18,0.248618785,SM,Male
EXO,Falling For You,0.698,0.867,6,-3.527,0,0.0524,0.24,0,0.0999,0.883,99.501,204055,4,50,2,0.296875,0.284090909,SM,Male
EXO,What I Want For Christmas,0.327,0.527,4,-4.485,0,0.0522,0.417,0,0.362,0.142,189.052,202058,3,50,1,0.224489796,0.231213873,SM,Male
EXO,Winter Heat,0.753,0.851,5,-3.693,0,0.0497,0.191,0,0.136,0.516,121.971,215811,4,50,1,0.13253012,0.156666667,SM,Male
EXO,Unfair,0.668,0.877,5,-3.24,0,0.0364,0.0879,0,0.154,0.781,97.984,182322,4,39.33333333,3,0.25,0.233870968,SM,Male
EXO,Sing For You,0.341,0.288,8,-7.544,1,0.0335,0.852,0,0.363,0.443,170.202,235036,3,30.5,4,0.142857143,0.274193548,SM,Male
EXO,Girl x Friend,0.493,0.846,0,-4.829,1,0.198,0.103,0,0.215,0.433,94.278,221672,4,50,2,0.06,0.134246575,SM,Male
EXO,On the snow,0.539,0.698,3,-5.121,1,0.0522,0.201,0,0.0428,0.464,170.095,203328,4,50,2,0.152173913,0.133333333,SM,Male
EXO,LIGHTSABER,0.649,0.832,5,-4.552,0,0.086,0.13,0,0.414,0.58,139.986,184935,4,50,3,0.463768116,0.475836431,SM,Male
EXO,Miracles In December,0.587,0.314,8,-7.62,1,0.0313,0.677,0,0.137,0.211,119.797,273288,4,30.33333333,3,0,0.005025126,SM,Male
EXO,Christmas Day,0.715,0.483,8,-5.857,1,0.0466,0.379,0,0.151,0.498,107.95,226467,4,50,1,0.227272727,0.324022346,SM,Male
EXO,첫 눈,0.636,0.674,7,-6.623,0,0.0444,0.00542,0,0.145,0.814,82.985,207668,4,50,2,0.042857143,0.027237354,SM,Male
NU'EST,Ghost (고스트),0.68,0.841,5,-4.851,1,0.0442,0.0123,0,0.202,0.676,98.007,246912,4,46.33333333,3,0,0,Pledis,Male
NU'EST,흰눈 사이로 하이힐 타고,0.721,0.864,1,-2.122,1,0.0387,0.166,0,0.195,0.494,128.04,216452,4,50,1,0.132075472,0.14893617,Pledis,Male
VIXX,이별공식,0.713,0.969,10,-2.789,1,0.0433,0.291,0,0.374,0.846,132.012,209182,4,49,1,0.086206897,0.084291188,Jellyfish,Male
VIXX,대.다.나.다.너,0.63,0.894,8,-1.878,0,0.0532,0.109,0,0.0753,0.827,115.988,209425,4,47,1,0.192982456,0.148288973,Jellyfish,Male
BTS,Permission to Dance,0.702,0.741,9,-5.33,1,0.0427,0.00544,0,0.337,0.646,124.925,187585,4,12,6,0.876923077,0.866028708,Big Hit,Male
BTS,Make It Right,0.583,0.68,7,-7.809,1,0.422,0.0304,0,0.189,0.343,97.568,226321,4,43.875,8,0.430232558,0.401812689,Big Hit,Male
BTS,MIC Drop (Steve Aoki Remix) (Feat. Desiigner),0.612,0.841,10,-4.332,0,0.219,0.0157,0,0.23,0.644,169.915,238726,4,50,2,0.865546218,0.776,Big Hit,Male
Red Velvet,Queendom,0.695,0.896,5,-1.24,1,0.0847,0.179,0,0.0626,0.508,119.959,181760,4,28.6,5,0.5,0.4609375,SM,Female
Red Velvet,Milky Way,0.656,0.721,8,-3.981,1,0.0477,0.393,0,0.124,0.74,98.019,217533,4,30,3,0.153846154,0.096774194,SM,Female
Red Velvet,RBB (Really Bad Boy),0.719,0.85,2,-3.229,1,0.0317,0.012,0.000239,0.114,0.367,150.059,188786,4,42,2,0.78313253,0.685082873,SM,Female
Red Velvet,Red Flavor,0.709,0.917,9,-3.315,1,0.189,0.0409,0,0.0839,0.515,125.042,191139,4,36.33333333,15,0.041666667,0.112033195,SM,Female
Red Velvet,Would U,0.758,0.627,5,-6.466,0,0.0528,0.497,0,0.204,0.544,93.957,203831,4,50,1,0.272727273,0.307086614,SM,Female
Red Velvet,Rookie,0.683,0.938,8,-3.723,0,0.288,0.0888,0,0.331,0.868,164.1,197638,4,29.28571429,7,0.383561644,0.334319527,SM,Female
Red Velvet,Ice Cream Cake,0.58,0.935,9,-3.348,1,0.189,0.0318,0,0.0977,0.603,172.023,191440,4,33.4,5,0.542553191,0.540669856,SM,Female
TWICE,Alcohol-Free,0.688,0.909,8,-1.992,1,0.0624,0.0474,1.35E-06,0.0674,0.702,97.097,210573,4,29.83333333,6,0.259259259,0.280701754,JYP,Female
TWICE,LOVE (Feat. 태양),0.697,0.874,5,-2.15,0,0.0449,0.0122,0,0.627,0.775,132.018,213880,4,50,1,0.203389831,0.251012146,JYP,Female
TWICE,FANCY,0.697,0.874,5,-2.15,0,0.0449,0.0122,0,0.627,0.775,132.018,213880,4,32.25,8,0.37037037,0.371024735,JYP,Female
TWICE,SIGNAL,0.62,0.761,0,-2.736,1,0.334,0.22,0,0.143,0.626,207.819,196680,4,25.83333333,6,0.264705882,0.143884892,JYP,Female
TWICE,CHEER UP,0.551,0.885,6,-1.489,1,0.124,0.139,0,0.114,0.509,172.95,208853,4,34,17,0.202702703,0.289634146,JYP,Female
TWICE,OOH-AHH,0.721,0.875,6,-1.166,1,0.0783,0.241,0.000105,0.382,0.692,141.994,215080,4,27.54545455,11,0.253012048,0.320241692,JYP,Female
BLACKPINK,너 하나만,0.786,0.852,8,-2.687,1,0.0813,0.0687,0,0.0759,0.455,125.036,213264,4,50,2,0,0,YG,Female
BLACKPINK,마지막처럼,0.786,0.852,8,-2.687,1,0.0813,0.0687,0,0.0759,0.455,125.036,213264,4,36.6875,16,0.303571429,0.341365462,YG,Female
BLACKPINK,이 밤을 다시한번,0.706,0.756,4,-4.405,0,0.0845,0.0392,0,0.18,0.676,97.098,197289,4,50,1,0,0,YG,Female
BLACKPINK,사랑은 왜,0.706,0.756,4,-4.405,0,0.0845,0.0392,0,0.18,0.676,97.098,197289,4,50,1,0,0,YG,Female
BLACKPINK,사랑은 이렇게,0.706,0.756,4,-4.405,0,0.0845,0.0392,0,0.18,0.676,97.098,197289,4,50,1,0,0,YG,Female
BLACKPINK,불장난,0.706,0.756,4,-4.405,0,0.0845,0.0392,0,0.18,0.676,97.098,197289,4,32.41666667,12,0.32,0.35371179,YG,Female
BLACKPINK,STAY,0.63,0.432,1,-6.721,1,0.0357,0.551,5.84E-06,0.0962,0.343,87.959,230323,4,50,1,0.12244898,0.260162602,YG,Female
BLACKPINK,심장이 없어,0.818,0.723,11,-4.82,1,0.114,0.00561,0,0.0866,0.607,102.945,211632,4,25.85714286,7,0.016129032,0.007843137,YG,Female
BLACKPINK,휘파람,0.818,0.723,11,-4.82,1,0.114,0.00561,0,0.0866,0.607,102.945,211632,4,30.625,8,0.315068493,0.382789318,YG,Female
BLACKPINK,붐바야,0.661,0.836,5,-3.164,0,0.059,0.00268,0,0.497,0.396,124.952,240793,4,39.6,5,0.574712644,0.58423913,YG,Female
SEVENTEEN,여전히 아름다운지,0.543,0.311,5,-8.165,1,0.0289,0.715,0,0.0959,0.209,127.916,275362,4,49,4,0,0,Pledis,Male
SEVENTEEN,매일 밤마다,0.783,0.688,1,-5.619,0,0.032,0.362,0,0.22,0.88,121.989,194627,4,50,1,0.054794521,0.067857143,Pledis,Male
SEVENTEEN,My My,0.682,0.882,0,-3.384,1,0.0678,0.14,0,0.0804,0.558,100.075,185253,4,50,1,0.166666667,0.253333333,Pledis,Male
SEVENTEEN,A-TEEN,0.649,0.792,11,-4.677,1,0.0966,0.109,0,0.343,0.543,149.962,196323,4,50,3,0.460526316,0.391836735,Pledis,Male
SEVENTEEN,고맙다,0.513,0.867,8,-3.729,1,0.0632,0.0631,0,0.34,0.536,149.967,213072,4,46,2,0.038461538,0.04519774,Pledis,Male
SEVENTEEN,지금 널 찾아가고 있어,0.437,0.839,7,-3.356,1,0.146,0.0304,0,0.215,0.42,177.921,194098,4,50,1,0,0,Pledis,Male
SEVENTEEN,울고 싶지 않아,0.781,0.683,0,-4.258,1,0.0325,0.164,1.53E-06,0.16,0.722,100.005,203427,4,50,2,0,0,Pledis,Male
SEVENTEEN,붐붐,0.853,0.814,8,-3.047,1,0.0766,0.0347,0,0.171,0.686,108.111,206227,4,50,1,0.206896552,0.236151603,Pledis,Male
Wanna One,Light,0.682,0.93,1,-2.52,0,0.119,0.214,0,0.216,0.727,139.93,209510,4,42.125,8,0.232876712,0.283489097,YMC,Male
Wanna One,GOLD,0.637,0.841,11,-4.711,1,0.0626,0.292,0,0.244,0.675,129.982,219589,4,50,2,0.347222222,0.408805031,YMC,Male
Wanna One,BOOMERANG (부메랑),0.729,0.913,1,-2.749,1,0.0781,0.0292,0,0.104,0.73,99.966,183475,4,44,11,0.587301587,0.447580645,YMC,Male
Wanna One,WE ARE,0.682,0.83,0,-2.997,1,0.128,0.0749,0,0.255,0.577,112.097,201470,4,50,1,0.533333333,0.535064935,YMC,Male
Wanna One,보여,0.623,0.803,6,-3.384,0,0.0941,0.0832,0,0.331,0.668,173.951,186067,4,50,1,0.03030303,0.093862816,YMC,Male
Wanna One,너의 이름을,0.396,0.705,11,-4.796,1,0.0608,0.515,0,0.111,0.33,149.969,214692,4,50,2,0.020833333,0.018779343,YMC,Male
Wanna One,약속해요 (고백 Ver.),0.602,0.491,8,-7.257,1,0.0378,0.593,0,0.0768,0.313,129.814,258827,4,50,1,0.079365079,0.0969163,YMC,Male
Wanna One,To Be One (Intro.),0.727,0.973,11,-2.307,0,0.153,0.229,0,0.239,0.308,119.868,61028,4,50,1,0.653846154,0.623853211,YMC,Male
Wanna One,Acoustic Ver.,0.473,0.385,6,-5.887,1,0.0287,0.753,0,0.127,0.523,147.83,257948,4,50,2,0.161290323,0.205645161,YMC,Male
I.O.I,소나기,0.424,0.433,9,-4.073,1,0.0332,0.66,0,0.13,0.331,144.952,234259,4,49.625,8,0,0,YMC,Female
I.O.I,너무너무너무,0.744,0.963,7,-1.525,1,0.0616,0.136,1.86E-06,0.0836,0.788,102.985,203640,4,33.375,8,0.060240964,0.042654028,YMC,Female
I.O.I,잠깐만,0.535,0.94,8,-1.008,1,0.0513,0.133,0,0.128,0.84,74.992,184935,4,50,2,0.12244898,0.255060729,YMC,Female
I.O.I,Whatta Man (Good man),0.559,0.936,6,-2.254,0,0.0928,0.00634,3.55E-05,0.457,0.695,150.065,193605,4,35,3,0.323943662,0.495468278,YMC,Female
I.O.I,Dream Girls,0.723,0.968,0,-1.512,1,0.147,0.0321,0,0.337,0.837,139.914,218194,4,37,4,0.417721519,0.484240688,YMC,Female
I.O.I,똑 똑 똑,0.703,0.931,6,-3.613,0,0.0958,0.308,0,0.472,0.801,92.011,230311,4,50,1,0.135802469,0.132930514,YMC,Female
I.O.I,벚꽃이 지면,0.645,0.885,7,-3.757,1,0.0648,0.348,0,0.0794,0.711,99.964,203283,4,50,2,0.068965517,0.046391753,YMC,Female
MAMAMOO,AYA,0.634,0.858,4,-2.226,0,0.0809,0.101,8.56E-06,0.258,0.637,91.688,211280,4,50,2,0.220588235,0.227272727,RBW,Female
MAMAMOO,Dingga,0.772,0.925,9,-2.788,0,0.108,0.0549,0,0.201,0.795,119.963,179080,4,37.875,8,0.235294118,0.407843137,RBW,Female
MAMAMOO,gogobebe,0.704,0.787,0,-3.114,1,0.082,0.114,0,0.228,0.707,96.929,195856,4,32,5,0.23364486,0.269736842,RBW,Female
MAMAMOO,Wind flower,0.735,0.795,0,-2.918,1,0.0518,0.656,0,0.0665,0.825,113.988,236816,4,40.5,2,0.220779221,0.301038062,RBW,Female
MAMAMOO,Rainy Season,0.677,0.6,2,-4.448,0,0.0543,0.806,0,0.219,0.614,91.058,222286,4,35,3,0.298507463,0.254032258,RBW,Female
MAMAMOO,칠해줘,0.504,0.462,2,-4.156,0,0.0323,0.71,0,0.168,0.257,128.27,218917,4,50,1,0.094339623,0.049751244,RBW,Female
MAMAMOO,Decalcomanie (데칼코마니),0.648,0.859,10,-2.384,1,0.0472,0.113,0,0.448,0.541,115.434,215998,4,30.7,10,0.253731343,0.339100346,RBW,Female
MAMAMOO,NEW YORK,0.759,0.833,5,-3.078,0,0.0698,0.0952,0,0.106,0.753,108.011,181619,4,50,2,0.277777778,0.448,RBW,Female
MAMAMOO,"사랑도 이별도 아닌 기억 (Feat. 랑쑈, 지영 Of B2lady)",0.814,0.833,10,-3.774,0,0.152,0.138,0,0.17,0.909,109.987,169851,4,50,1,0,0,RBW,Female
MAMAMOO,기대해도 좋은 날,0.689,0.88,11,-3.431,1,0.121,0.194,0,0.272,0.702,111.936,193576,4,50,1,0.362318841,0.344444444,RBW,Female
MAMAMOO,Girl Crush,0.847,0.806,7,-3.133,1,0.096,0.103,0,0.0697,0.82,128.057,188042,4,50,2,0.393939394,0.52919708,RBW,Female
MAMAMOO,Um Oh Ah Yeh,0.729,0.893,7,-1.896,1,0.0476,0.128,0,0.167,0.453,104.977,214088,4,28.66666667,6,0.126582278,0.153310105,RBW,Female
MAMAMOO,Piano Man,0.783,0.853,10,-2.737,0,0.0564,0.324,0,0.807,0.805,111.042,195238,4,50,3,0.314285714,0.293233083,RBW,Female
MAMAMOO,썸남썸녀 (Feat. 휘성),0.781,0.896,7,-2.264,1,0.0791,0.374,0,0.31,0.839,111.028,210250,4,42.25,4,0.142857143,0.142857143,RBW,Female
MAMAMOO,행복하지마,0.77,0.667,11,-4.12,0,0.091,0.444,0,0.3,0.601,102.003,216999,4,50,2,0.264150943,0.34439834,RBW,Female
BTOB,I Can Wait 4 U,0.544,0.663,5,-5.308,1,0.0521,0.29,0,0.11,0.322,149.896,232853,4,39.25,4,0.195121951,0.225988701,Cube,Male
BTOB,아름답고도 아프구나,0.409,0.743,1,-4.536,1,0.0496,0.225,0,0.276,0.441,167.864,239572,4,35.5,8,0.129032258,0.138528139,Cube,Male
BTOB,Friend,0.663,0.784,1,-4.665,1,0.0315,0.54,0,0.119,0.478,93.038,219392,4,50,1,0.229166667,0.253787879,Cube,Male
BTOB,너 없인 안 된다,0.674,0.749,0,-4.174,1,0.0345,0.345,0,0.289,0.65,98.006,226561,4,39.92307692,13,0.357142857,0.426997245,Cube,Male
BTOB,The Feeling,0.634,0.841,4,-3.766,1,0.078,0.442,0,0.29,0.464,99.972,236446,4,50,2,0.276923077,0.315412186,Cube,Male
BTOB,MOVIE,0.696,0.909,5,-3.547,0,0.0695,0.311,0,0.466,0.645,117.01,223066,4,40.33333333,6,0.309734513,0.363881402,Cube,Male
BTOB,ABOUT TIME,0.703,0.701,0,-5.044,1,0.0348,0.29,0,0.373,0.773,97.984,225909,4,50,1,0.111111111,0.149253731,Cube,Male
BTOB,SOMEDAY,0.559,0.746,8,-5.558,1,0.0513,0.467,0,0.129,0.421,76.999,287584,4,43.5,2,0.067567568,0.086142322,Cube,Male
BTOB,I'll Be Your Man,0.506,0.929,6,-2.265,1,0.0914,0.198,0,0.381,0.516,77.462,219918,4,49.75,4,0.350649351,0.32884097,Cube,Male
BTOB,봄날의 기억,0.339,0.77,3,-3.788,1,0.0342,0.57,0,0.351,0.427,79.375,249745,4,47.5,2,0.132352941,0.145299145,Cube,Male
BTOB,집으로 가는 길,0.623,0.743,7,-5.34,1,0.0406,0.641,0,0.344,0.44,129.84,240010,4,50,2,0.133333333,0.07755102,Cube,Male
BTOB,울어도 돼,0.701,0.7,9,-5.9,1,0.0813,0.666,0,0.364,0.639,96.949,217783,4,50,1,0.253012048,0.165016502,Cube,Male
BTOB,뛰뛰빵빵,0.717,0.924,5,-2.469,0,0.0895,0.0897,0,0.123,0.829,90.03,208718,4,50,1,0.148148148,0.127819549,Cube,Male
BTOB,두 번째 고백,0.776,0.844,10,-4.87,1,0.126,0.189,0,0.183,0.748,91.996,234057,4,50,1,0.147727273,0.183800623,Cube,Male
Yerin Baek,"다시 난, 여기",0.451,0.465,9,-4.485,1,0.0286,0.834,0,0.104,0.189,131.632,234840,4,25.83333333,6,0.227272727,0.176470588,JYP,Female
Yerin Baek,스며들기 좋은 오늘,0.694,0.421,6,-7.34,0,0.0489,0.869,1.56E-06,0.101,0.313,126.193,210000,4,50,1,0,0,JYP,Female
TAEYEON,연인 (Duet. 신혜성),0.632,0.742,6,-5.247,1,0.0407,0.345,0,0.112,0.362,112.09,227000,4,50,1,0,0,SM,Female
TAEYEON,눈물로 (Duet 이정),0.632,0.742,6,-5.247,1,0.0407,0.345,0,0.112,0.362,112.09,227000,4,22.16666667,6,0,0,SM,Female
TAEYEON,같이 사랑했는데 (Duet With 하동균),0.632,0.742,6,-5.247,1,0.0407,0.345,0,0.112,0.362,112.09,227000,4,50,2,0,0,SM,Female
TAEYEON,My Love (Duet Ver.),0.632,0.742,6,-5.247,1,0.0407,0.345,0,0.112,0.362,112.09,227000,4,50,1,0.230769231,0.098837209,SM,Female
TAEYEON,Happy,0.753,0.645,5,-2.913,1,0.0427,0.215,0,0.201,0.636,119.982,221000,3,32.66666667,3,0.272727273,0.279166667,SM,Female
TAEYEON,녹(祿),0.449,0.46,2,-7.081,1,0.0404,0.881,1.44E-05,0.112,0.137,99.468,212842,4,41.5,2,0,0,SM,Female
TAEYEON,하얀의자,0.449,0.46,2,-7.081,1,0.0404,0.881,1.44E-05,0.112,0.137,99.468,212842,4,50,1,0,0,SM,Female
TAEYEON,너만을 느끼며 (Feat. 티파니&수영),0.449,0.46,2,-7.081,1,0.0404,0.881,1.44E-05,0.112,0.137,99.468,212842,4,50,1,0.111111111,0.16,SM,Female
TAEYEON,All With You,0.247,0.41,6,-5.725,1,0.0331,0.756,2.93E-06,0.127,0.125,62.91,233940,4,50,1,0.025641026,0.048,SM,Female
TAEYEON,Gemini,0.633,0.552,0,-6.157,0,0.0354,0.393,0,0.089,0.281,134.941,220751,4,50,1,0.233333333,0.29787234,SM,Female
TAEYEON,Stress,0.685,0.94,0,-0.46,1,0.0754,0.0687,0,0.0389,0.933,140.081,200994,4,50,1,0.2,0.187755102,SM,Female
TAEYEON,Farewell,0.369,0.322,9,-7.901,0,0.034,0.865,0,0.0995,0.186,143.508,222568,4,50,1,0.03125,0.025210084,SM,Female
TAEYEON,그리고 하나,0.547,0.482,3,-5.584,1,0.0291,0.702,0,0.155,0.313,143.841,255240,4,25,3,0,0,SM,Female
TAEYEON,별처럼,0.497,0.618,7,-4.265,1,0.031,0.58,0,0.202,0.297,136.023,237221,4,24,4,0.15,0.166666667,SM,Female
IU,봄 사랑 벚꽃 말고,0.77,0.484,7,-6.626,1,0.0538,0.464,0,0.44,0.793,79.988,195265,4,38.1875,16,0.01754386,0.017467249,Kakao M,Female
IU,복숭아,0.693,0.193,9,-9.165,1,0.03,0.821,0,0.129,0.391,112.408,190847,4,21,2,0.074074074,0.076923077,Kakao M,Female
IU,하루 끝,0.65,0.79,10,-4.482,1,0.0294,0.0813,0,0.311,0.387,108.939,242207,4,23,5,0.083333333,0.065989848,Kakao M,Female
IU,그 애 참 싫다,0.537,0.521,6,-6.268,1,0.0362,0.607,0,0.104,0.399,78.236,257413,4,50,2,0,0,Kakao M,Female
IU,내 손을 잡아,0.636,0.665,9,-5.012,1,0.0322,0.262,0,0.353,0.411,96.045,195213,4,24.71428571,14,0,0,Kakao M,Female
IU,나만 몰랐던 이야기,0.475,0.24,0,-8.772,0,0.0344,0.791,0,0.0761,0.117,131.599,202109,4,21.75,4,0,0,Kakao M,Female
IU,잔혹동화,0.465,0.591,10,-6.083,0,0.0263,0.388,0,0.105,0.528,155.749,222537,3,37.66666667,3,0.368421053,0.365079365,Kakao M,Female
IU,이게 아닌데,0.845,0.617,6,-4.932,1,0.0451,0.46,0,0.383,0.908,109.058,184163,4,35.5,4,0,0,Kakao M,Female
IU,느리게 하는 일,0.559,0.464,4,-5.558,1,0.0308,0.825,0,0.101,0.309,131.689,252003,4,49,2,0,0,Kakao M,Female
IU,좋은 날,0.637,0.882,9,-3.034,1,0.0654,0.165,0,0.0981,0.552,128.027,233587,4,17.66666667,6,0.095238095,0.082901554,Kakao M,Female
IU,첫 이별 그날 밤,0.411,0.352,0,-7.838,1,0.0288,0.898,3.27E-06,0.141,0.263,143.563,266136,4,48,3,0,0,Kakao M,Female
IU,혼자 있는 방,0.703,0.631,6,-5.285,0,0.0325,0.59,8.16E-06,0.333,0.646,123.977,237375,4,50,2,0,0,Kakao M,Female
IU,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),0.665,0.803,9,-4.548,1,0.0575,0.294,0,0.26,0.496,127.998,268199,4,37.38461538,13,0.391891892,0.283076923,Kakao M,Female
IU,여자라서,0.571,0.562,11,-5.377,1,0.0315,0.709,0,0.107,0.204,130.308,208641,4,37.66666667,3,0,0,Kakao M,Female
IU,잔소리 (With 2AM 슬옹),0.756,0.773,1,-4.332,1,0.0424,0.101,0,0.104,0.773,112.019,213577,4,20.2,5,0,0,Kakao M,Female
IU,독기,0.595,0.579,4,-5.599,1,0.0336,0.457,0,0.0767,0.223,80.063,227448,4,37.33333333,3,0.057971014,0.049122807,Kakao M,Female
IU,다섯째 손가락,0.64,0.307,0,-10.335,1,0.0295,0.707,2.01E-06,0.126,0.436,118.039,215707,3,43,1,0.217391304,0.28440367,Kakao M,Female
IU,첫사랑이죠,0.59,0.622,8,-4.682,1,0.0236,0.68,0,0.168,0.285,92.038,257855,4,48,3,0.025,0.019480519,Kakao M,Female
IU,마쉬멜로우,0.852,0.869,2,-3.528,1,0.0757,0.106,4.49E-06,0.291,0.866,140.045,194299,4,33.75,4,0.15625,0.233830846,Kakao M,Female
IU,미아,0.59,0.832,11,-3.327,1,0.0365,0.56,0,0.155,0.174,123.937,222119,4,50,1,0,0,Kakao M,Female
ZICO,Summer Hate (Feat. 비),0.792,0.743,1,-3.817,1,0.0801,0.026,0,0.0631,0.835,136.993,184627,4,25.16666667,6,0.229508197,0.192727273,YG,Male
ZICO,ZOTTO MOLA,0.874,0.787,10,-2.416,0,0.129,0.118,0,0.11,0.896,108.007,227227,4,43.5,2,0,0,YG,Male
ZICO,오만과 편견 (Feat. 수란),0.874,0.787,10,-2.416,0,0.129,0.118,0,0.11,0.896,108.007,227227,4,50,2,0.157894737,0.175824176,YG,Male
ZICO,아무노래,0.874,0.787,10,-2.416,0,0.129,0.118,0,0.11,0.896,108.007,227227,4,28.6875,16,0.147727273,0.215909091,YG,Male
ZICO,남겨짐에 대해 (Feat. 다운),0.576,0.56,4,-7.475,1,0.109,0.482,0,0.121,0.355,79.814,218813,4,50,1,0,0,YG,Male
ZICO,"천둥벌거숭이 (Feat. Jvcki Wai, 염따)",0.868,0.789,0,-3.534,1,0.0801,0.149,0,0.108,0.699,117.043,252360,4,43,4,0.266055046,0.22826087,YG,Male
ZICO,사람,0.721,0.662,8,-5.013,1,0.0442,0.187,0,0.276,0.253,89.964,237520,4,41.5,2,0.157142857,0.156549521,YG,Male
ZICO,SoulMate (Feat. 아이유),0.855,0.58,5,-6.951,1,0.141,0.234,0,0.0965,0.518,96.998,219391,4,30.4,5,0.102040816,0.1,YG,Male
ZICO,Okey Dokey,0.828,0.61,1,-4.23,1,0.0528,0.00544,0,0.158,0.311,126.011,248203,4,38,8,0.322222222,0.411594203,YG,Male
ZICO,좋은 날 (Feat. 거미),0.647,0.865,9,-3.899,1,0.272,0.377,0,0.119,0.697,80.042,254812,4,50,1,0.145631068,0.130319149,YG,Male
ZICO,moneyflow (다 비켜봐),0.743,0.892,11,-3.132,1,0.256,0.0326,0,0.477,0.567,115.112,198040,4,38.66666667,3,0.236842105,0.296875,YG,Male
MINO,몸,0.759,0.817,9,-3.102,0,0.0802,0.0349,0,0.27,0.389,140.028,199336,4,46.5,2,0.436619718,0.362549801,YG,Male
MINO,Okey Dokey,0.828,0.61,1,-4.23,1,0.0528,0.00544,0,0.158,0.311,126.011,248203,4,38,8,0.322222222,0.411594203,YG,Male
MINO,좋은 날 (Feat. 거미),0.647,0.865,9,-3.899,1,0.272,0.377,0,0.119,0.697,80.042,254812,4,50,1,0.145631068,0.130319149,YG,Male
