Artist,song_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,avg_rank,months_on_chart,eng_line_ratio,eng_word_ratio,company,gender
BIGBANG,BAD BOY,0.597,0.764,9,-4.859,0,0.139,0.0148,0,0.126,0.364,74.98,236817,4,24,3,0.449438202,0.408060453,YG,Male
BIGBANG,재미없어,0.766,0.557,9,-6.869,0,0.0491,0.00611,0,0.0818,0.747,124.027,222186,4,32.5,2,0.225352113,0.22614841,YG,Male
BIGBANG,FANTASTIC BABY,0.725,0.841,2,-3.924,1,0.0545,0.002,0,0.0652,0.582,130.013,230573,4,21.6,5,0.493975904,0.517571885,YG,Male
BIGBANG,날개 (대성 SOLO),0.622,0.812,5,-4.585,1,0.0337,0.00222,2.63E-06,0.216,0.354,131.975,222990,4,35.5,2,0.130434783,0.179487179,YG,Male
BIGBANG,LOVE SONG,0.554,0.868,2,-3.9,1,0.0455,0.00273,1.06E-05,0.0725,0.301,123.04,225813,4,24.25,4,0.243589744,0.397959184,YG,Male
BIGBANG,STUPID LIAR,0.624,0.81,0,-4.322,1,0.0336,0.0627,0,0.105,0.491,127.93,234787,4,36,3,0.3625,0.315789474,YG,Male
BIGBANG,Tonight (Jeppet Wzsh Mix),0.611,0.9,3,-2.57,0,0.0432,0.0785,0,0.413,0.332,129.871,223787,4,50,1,0.222222222,0.362745098,YG,Male
BIGBANG,TONIGHT,0.611,0.9,3,-2.57,0,0.0432,0.0785,0,0.413,0.332,129.871,223787,4,32.6,5,0.318181818,0.339160839,YG,Male
BIGBANG,어쩌라고,0.764,0.945,5,-2.82,1,0.0472,0.0386,0,0.125,0.587,128.023,220693,4,32,3,0.461538462,0.397003745,YG,Male
BIGBANG,INTRO (THANK YOU & YOU),0.915,0.682,8,-6.85,1,0.376,0.009,1.38E-06,0.0968,0.955,120.016,94573,4,50,1,0.793103448,0.637795276,YG,Male
BIGBANG,HANDS UP,0.607,0.948,9,-3.508,0,0.0652,0.0104,0,0.286,0.358,130.031,237253,4,37.33333333,3,0.625,0.693452381,YG,Male
BIGBANG,SOMEBODY TO LOVE,0.778,0.883,1,-3.125,1,0.0492,0.061,0,0.104,0.774,128.005,213640,4,38,3,0.577777778,0.577348066,YG,Male
BIGBANG,WHAT IS RIGHT,0.795,0.89,8,-2.78,0,0.0368,0.235,0,0.204,0.734,126.037,224320,4,32.5,4,0.243243243,0.303951368,YG,Male
BIGBANG,CAFE,0.798,0.749,5,-4.938,0,0.0424,0.229,0,0.338,0.704,106.049,219947,4,31.25,4,0.086206897,0.116465863,YG,Male
BIGBANG,Lollipop Pt.2,0.834,0.834,1,-3.207,1,0.0275,0.00163,0,0.162,0.803,119.981,200249,4,35.33333333,3,0.701149425,0.721271394,YG,Male
BIGBANG,Number 1,0.814,0.841,7,-4.716,1,0.0615,0.0255,0,0.486,0.815,115.016,198880,4,45.5,4,1,0.925675676,YG,Male
BIGBANG,"So Fresh, So Cool",0.724,0.863,9,-3.054,0,0.155,0.0163,0,0.31,0.689,140.018,139003,4,50,2,0.6,0.633333333,YG,Male
BIGBANG,Stylish (The FILA),0.705,0.919,0,-3.897,0,0.069,0.0216,0,0.937,0.501,117.974,196027,4,33,5,0.5,0.508417508,YG,Male
BIGBANG,Intro (Stand Up),0.825,0.883,6,-4.531,1,0.0831,0.0235,0,0.125,0.816,116.919,97293,4,50,2,0.5,0.617647059,YG,Male
BIGBANG,하루 하루,0.687,0.914,6,-5.02,1,0.0437,0.166,0,0.0858,0.675,126.001,256360,4,20.55555556,9,0.142857143,0.173202614,YG,Male
BIGBANG,천국,0.642,0.874,0,-4.915,1,0.0501,0.0802,0,0.343,0.545,128.02,232933,4,25.125,8,0.057971014,0.087649402,YG,Male
BIGBANG,Lady,0.81,0.884,8,-4.146,1,0.0541,0.0734,0,0.144,0.693,103.006,204107,4,36.25,4,0.3625,0.383954155,YG,Male
BIGBANG,Crazy Dog (Sampling By 환상 속의 그대 Of Taijiboys),0.497,0.858,9,-5.5,0,0.135,0.0488,3.46E-06,0.873,0.566,123.122,258067,4,45,4,0.391304348,0.516129032,YG,Male
BIGBANG,아무렇지 않은 척,0.672,0.69,0,-7.64,0,0.15,0.202,0,0.885,0.318,85.989,306787,4,50,2,0.165048544,0.185628743,YG,Male
BIGBANG,바보,0.668,0.779,0,-5.324,1,0.0452,0.116,0,0.314,0.383,124.95,225667,4,26.6,5,0.13,0.155367232,YG,Male
BIGBANG,V.I.P,0.784,0.794,0,-5.039,0,0.163,0.142,0,0.471,0.412,109.976,255013,4,50,1,0.26,0.272563177,YG,Male
BIGBANG,얼마나 (Feat. 버블 시스터즈),0.784,0.794,0,-5.039,0,0.163,0.142,0,0.471,0.412,109.976,255013,4,36.2,5,0,0,YG,Male
BIGBANG,But I Love U (Sampling By Rhu Of Redd Holt Unlimited),0.784,0.794,0,-5.039,0,0.163,0.142,0,0.471,0.412,109.976,255013,4,38.8,5,0.221238938,0.232718894,YG,Male
BIGBANG,I Don't Understand,0.722,0.626,9,-6.682,0,0.0321,0.0657,1.28E-06,0.0794,0.844,137.976,245987,4,50,1,0.045454545,0.057971014,YG,Male
BIGBANG,Crazy Dog + 환상 속의 그대,0.828,0.75,9,-4.209,0,0.049,0.0662,4.94E-05,0.0826,0.839,122.994,219720,4,50,1,0.302631579,0.451713396,YG,Male
BIGBANG,마지막 인사,0.703,0.934,6,-2.92,0,0.167,0.0462,0,0.116,0.821,135.02,231800,4,25.7,10,0.411764706,0.475583864,YG,Male
BIGBANG,La La La,0.781,0.849,6,-5.644,1,0.0568,0.159,0,0.93,0.665,124.986,229120,4,35.33333333,3,0.514705882,0.535483871,YG,Male
BIGBANG,거짓말,0.781,0.849,6,-5.644,1,0.0568,0.159,0,0.93,0.665,124.986,229120,4,25.38461538,13,0.285714286,0.351428571,YG,Male
BIGBANG,Always,0.781,0.849,6,-5.644,1,0.0568,0.159,0,0.93,0.665,124.986,229120,4,50,1,0.117647059,0.111570248,YG,Male
BIGBANG,없는 번호,0.834,0.947,7,-5.785,1,0.0412,0.0263,0,0.0976,0.692,114.986,217600,4,50,2,0.012820513,0.029520295,YG,Male
BIGBANG,Forever With You,0.786,0.662,9,-7.08,0,0.124,0.141,0,0.321,0.75,140.021,218619,4,41.66666667,3,0.12195122,0.123333333,YG,Male
BIGBANG,We Belong Together,0.773,0.772,2,-5.316,0,0.0419,0.156,0,0.0376,0.716,139.99,238293,4,37,4,0.211538462,0.219298246,YG,Male
BIGBANG,사랑해 ('우리 결혼했어요' 삽입곡),0.773,0.772,2,-5.316,0,0.0419,0.156,0,0.0376,0.716,139.99,238293,4,50,1,0,0.031496063,YG,Male
SNSD,805,0.588,0.586,11,-4.857,1,0.0272,0.71,0,0.102,0.395,141.913,260835,4,50,1,0.083333333,0.156097561,SM,Female
SNSD,Catch Me If You Can,0.714,0.852,9,-2.76,0,0.274,0.0154,0,0.135,0.565,133.989,225173,4,50,1,0.459459459,0.541176471,SM,Female
SNSD,Mr.Mr.,0.701,0.964,4,-2.037,0,0.127,0.114,9.34E-06,0.153,0.484,113.058,235434,4,24.33333333,3,0.183673469,0.091603053,SM,Female
SNSD,Goodbye,0.726,0.755,6,-3.67,0,0.071,0.328,0,0.144,0.621,120.045,193950,4,50,1,0.214285714,0.244318182,SM,Female
SNSD,Wait A Minute,0.654,0.895,6,-3.454,1,0.0533,0.0696,4.28E-05,0.0653,0.929,133.998,204927,4,50,1,0.228070175,0.159793814,SM,Female
SNSD,Hoot,0.683,0.98,7,-1.493,0,0.0641,0.0754,4.92E-06,0.869,0.934,128.058,199627,4,28.4,5,0.017857143,0.170634921,SM,Female
SNSD,Mistake,0.597,0.664,2,-3.873,1,0.0293,0.307,0,0.116,0.129,124.005,249013,4,50,1,0,0,SM,Female
SNSD,Etude,0.716,0.912,4,-2.678,0,0.0798,0.285,0,0.0996,0.631,128.009,193853,4,50,2,0.222222222,0.162921348,SM,Female
SNSD,Way To Go,0.419,0.962,5,-1.979,1,0.195,0.0317,0,0.198,0.528,179.798,183933,4,50,5,0.113636364,0.154285714,SM,Female
SNSD,가시같은 사랑,0.648,0.983,4,-2.75,0,0.0964,0.203,0,0.226,0.72,173.978,205907,4,50,2,0,0,SM,Female
TVXQ,Holding Back The Tears,0.503,0.475,2,-7.121,1,0.0253,0.0961,0,0.0883,0.263,75.996,229867,4,50,1,0.107142857,0.096,SM,Male
TVXQ,Show Me Your Love,0.688,0.903,11,-1.616,0,0.0756,0.123,0,0.304,0.668,117.033,245227,4,13.33333333,3,0,0,SM,Male
TVXQ,Show Me Your Love,0.688,0.903,11,-1.616,0,0.0756,0.123,0,0.304,0.668,117.033,245227,4,40.33333333,3,0.242857143,0.230978261,SM,Male
TVXQ,Hi Ya Ya,0.711,0.909,10,-2.431,1,0.0411,0.0128,0,0.108,0.698,126.013,211400,4,28,3,0.266666667,0.428571429,SM,Male
SS501,눈물이 흐를때,0.328,0.864,1,-5.457,1,0.445,0.0271,0,0.375,0.633,167.913,205507,4,45,1,0,0,DSP Media,Male
SS501,Love Ya,0.328,0.864,1,-5.457,1,0.445,0.0271,0,0.375,0.633,167.913,205507,4,31.5,2,0.426829268,0.45144357,DSP Media,Male
SS501,Love Like This (네게로),0.581,0.838,11,-4.051,0,0.0783,0.0268,0,0.209,0.771,155.891,168653,4,29.33333333,3,0.361702128,0.443579767,DSP Media,Male
SS501,U R Man,0.81,0.905,11,-7.415,0,0.0342,0.058,3.17E-06,0.149,0.908,117.011,203678,4,25.6,5,0.361445783,0.257839721,DSP Media,Male
SS501,데자뷰,0.682,0.737,1,-3.723,1,0.049,0.0406,0,0.0688,0.63,116.988,212253,4,50,1,0.125,0.163461538,DSP Media,Male
SS501,Snow Prince,0.73,0.922,7,-1.831,1,0.0702,0.284,0,0.467,0.811,126.981,204973,4,50,2,0.4375,0.460093897,DSP Media,Male
SS501,Fighter,0.6,0.953,10,-1.735,0,0.0981,0.097,0,0.0694,0.324,117.035,213693,4,50,2,0.282051282,0.357142857,DSP Media,Male
SS501,경고,0.765,0.639,4,-8.641,0,0.102,0.0316,0,0.0844,0.791,115.038,188362,4,39,3,0,0,DSP Media,Male
SS501,Never Again,0.674,0.503,5,-7.197,0,0.0273,0.175,0,0.126,0.351,136.024,285716,4,50,3,0.23255814,0.292682927,DSP Media,Male
Super Junior,입술을 깨물고,0.629,0.941,0,-1.952,1,0.0507,0.253,0,0.238,0.537,132.006,215599,4,50,1,0,0,SM,Male
Super Junior,It's You,0.752,0.934,7,-3.541,0,0.0361,0.092,8.80E-06,0.14,0.668,119.996,231493,4,22,4,0.2,0.155629139,SM,Male
Super Junior,U,0.791,0.871,6,-3.769,0,0.132,0.169,0,0.0923,0.805,115.025,226747,4,18.75,4,0.3125,0.357142857,SM,Male
Super Junior,U-Go-Girl (With 낯선),0.791,0.871,6,-3.769,0,0.132,0.169,0,0.0923,0.805,115.025,226747,4,21.5,6,0.608247423,0.683417085,SM,Male
Super Junior,그 남자는 반대,0.791,0.871,6,-3.769,0,0.132,0.169,0,0.0923,0.805,115.025,226747,4,50,1,0.3125,0.434504792,SM,Male
Super Junior,Show Me Your Love,0.688,0.903,11,-1.616,0,0.0756,0.123,0,0.304,0.668,117.033,245227,4,13.33333333,3,0,0,SM,Male
Super Junior,Show Me Your Love,0.688,0.903,11,-1.616,0,0.0756,0.123,0,0.304,0.668,117.033,245227,4,40.33333333,3,0.242857143,0.230978261,SM,Male
KARA,CUPID,0.768,0.845,6,-2.567,0,0.0644,0.00532,2.43E-06,0.0916,0.861,122.003,205793,4,50,1,0.253164557,0.274074074,DSP Media,Female
KARA,이별 이야기,0.547,0.772,11,-4.132,1,0.247,0.35,1.03E-05,0.0808,0.618,173.795,243357,4,39,1,0,0,DSP Media,Female
KARA,Pandora,0.567,0.973,4,-2.492,0,0.101,0.0202,1.63E-05,0.295,0.701,140.058,193107,4,34.25,4,0.357142857,0.450643777,DSP Media,Female
KARA,Jumping,0.585,0.99,5,-1.781,0,0.164,0.00278,0.00178,0.2,0.776,125.974,179053,4,24.25,4,0.290322581,0.393782383,DSP Media,Female
KARA,Lupin,0.693,0.927,0,-2.792,1,0.0661,0.00293,0.00668,0.118,0.543,135.934,192440,4,23.4,5,0.666666667,0.671641791,DSP Media,Female
KARA,Honey,0.646,0.99,6,-1.72,1,0.0726,0.0766,5.08E-05,0.175,0.739,139.973,195000,4,28.4,5,0.35483871,0.371559633,DSP Media,Female
KARA,Pretty Girl,0.735,0.93,5,-2.816,1,0.0743,0.00945,0,0.0849,0.661,133.957,209920,4,25,6,0.622641509,0.641255605,DSP Media,Female
SHINee,Ring Ding Dong,0.835,0.934,1,-1.258,1,0.0431,0.125,0.000501,0.222,0.811,124.98,233280,4,32,5,0.550847458,0.585858586,SM,Male
SHINee,JoJo,0.761,0.924,2,-3.781,0,0.0331,0.0578,0,0.0541,0.78,126.01,219053,4,40.33333333,3,0.58,0.556363636,SM,Male
SHINee,Juliette,0.68,0.888,7,-3.256,1,0.0558,0.07,0,0.227,0.752,109.038,207267,4,30.6,5,0.388888889,0.270916335,SM,Male
INFINITE,이별 못한 이별,0.655,0.78,2,-3.167,0,0.124,0.0291,0,0.14,0.344,117.999,240280,4,50,3,0,0,Woollim,Male
INFINITE,The Eye,0.655,0.78,2,-3.167,0,0.124,0.0291,0,0.14,0.344,117.999,240280,4,46.66666667,3,0,0,Woollim,Male
INFINITE,Bad,0.689,0.858,0,-3.051,1,0.116,0.24,0,0.134,0.458,99.994,216244,4,47,2,0.5,0.606951872,Woollim,Male
INFINITE,Destiny,0.585,0.946,7,-2.062,1,0.102,0.0905,0,0.311,0.423,128.098,232718,4,35,3,0.1,0.146153846,Woollim,Male
INFINITE,Man In Love (남자가 사랑할때),0.605,0.95,6,-2.935,0,0.0784,0.0433,0,0.37,0.863,121.986,197213,4,42.33333333,3,0.027027027,0.037656904,Woollim,Male
INFINITE,추격자,0.549,0.977,1,-1.443,0,0.115,0.00735,0,0.0399,0.582,127.006,202520,4,40,4,0,0.024509804,Woollim,Male
INFINITE,눈물만,0.463,0.296,2,-7.392,1,0.0276,0.681,0,0.101,0.15,137.525,233120,4,50,1,0.230769231,0.175182482,Woollim,Male
INFINITE,Lately,0.582,0.954,8,-2.77,0,0.055,0.0194,1.36E-06,0.203,0.565,119.966,247510,4,50,2,0.068965517,0.072033898,Woollim,Male
INFINITE,Can U Smile (Broadcasting Ver.),0.645,0.797,1,-3.105,1,0.0948,0.186,0,0.181,0.875,82.451,190004,4,50,1,0.147540984,0.137614679,Woollim,Male
INFINITE,Nothing's Over,0.674,0.92,11,-3.277,1,0.102,0.0328,0,0.0568,0.725,127.916,199600,4,44,2,0.254545455,0.163934426,Woollim,Male
INFINITE,BTD (Before The Dawn),0.399,0.964,10,-2.412,0,0.137,0.0223,0,0.154,0.757,204.107,184453,4,50,2,0.5,0.470338983,Woollim,Male
INFINITE,She's Back,0.747,0.966,1,-3.318,1,0.0972,0.0435,0,0.329,0.82,128.018,194880,4,50,1,0.3,0.290322581,Woollim,Male
INFINITE,다시 돌아와,0.782,0.962,6,-3.559,1,0.0791,0.06,0,0.339,0.824,119.997,186760,4,50,1,0.042553191,0.031088083,Woollim,Male
f(x),All Mine,0.585,0.85,11,-3.625,1,0.068,0.176,0,0.457,0.648,127.974,203857,4,50,1,0.5,0.496124031,SM,Female
f(x),Electric Shock,0.757,0.898,5,-1.632,0,0.0327,0.0927,7.85E-06,0.493,0.537,125.029,196947,4,22.75,4,0.529411765,0.340807175,SM,Female
f(x),NU ABO,0.703,0.773,10,-3.529,0,0.0629,0.0186,0,0.279,0.392,95.007,224333,4,25,4,0.274725275,0.301324503,SM,Female
2NE1,안녕,0.644,0.488,1,-4.042,1,0.0331,0.329,0,0.163,0.489,151.544,231445,4,50,2,0.095238095,0.124324324,YG,Female
2NE1,그리워해요,0.625,0.45,0,-5.214,1,0.0339,0.821,0,0.111,0.263,130.109,219302,4,33.6,5,0.025,0.048,YG,Female
2NE1,DO YOU LOVE ME,0.765,0.77,2,-2.599,1,0.0631,0.00404,1.24E-06,0.353,0.624,129.967,215077,4,23,2,0.513157895,0.533568905,YG,Female
2NE1,Falling In Love,0.66,0.626,11,-2.524,1,0.0719,0.0325,0,0.369,0.418,176.194,226575,4,23.66666667,3,0.606382979,0.627539503,YG,Female
2NE1,I Love You,0.711,0.837,0,-4.277,0,0.038,0.0242,0,0.531,0.563,125.074,237138,4,24.6,5,0.446153846,0.388278388,YG,Female
2NE1,내가 제일 잘 나가,0.817,0.842,0,-3.727,1,0.0369,0.00873,0.00294,0.0498,0.741,127.98,210733,4,23.4,5,0.301369863,0.284697509,YG,Female
2NE1,UGLY,0.652,0.852,8,-2.746,1,0.078,0.196,0,0.218,0.519,127.959,248711,4,24.8,5,0.605263158,0.575221239,YG,Female
2NE1,Lonely,0.588,0.568,4,-2.787,1,0.0271,0.225,0,0.138,0.393,94.83,209987,4,26.6,5,0.459459459,0.414634146,YG,Female
2NE1,Hate You,0.703,0.85,4,-2.244,0,0.0353,0.00331,0,0.135,0.727,125.059,213147,4,26.5,4,0.225352113,0.214285714,YG,Female
2NE1,Fire,0.866,0.738,11,-3.493,0,0.0814,0.00615,0.000549,0.227,0.683,126.013,222840,4,17.4,5,0.452380952,0.501416431,YG,Female
2NE1,I Don't Care,0.813,0.785,1,-3.881,0,0.0921,0.065,0,0.0747,0.852,131.978,238213,4,18.6,5,0.4,0.441558442,YG,Female
2NE1,In The Club,0.612,0.752,1,-4.364,1,0.057,0.0573,0,0.0572,0.599,163.955,224467,4,35,5,0.25,0.19047619,YG,Female
