Artist,Artist_Id,song_name,Track_Title,Track_Id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,avg_rank,months_on_chart,eng_line_ratio,eng_word_ratio
Basick,7pXKdkQsYFCMG2omRxheJ2,연락해 (Feat. 화사),Call Me (feat. Hwa Sa),5PRhLGuPlPMN4XSttcwjiO,0.754,0.894,1.0,-2.783,1.0,0.105,0.164,0.0,0.103,0.894,139.98,212896.0,4.0,50.0,1,0.1351351351351351,0.1746575342465753
Basick,7pXKdkQsYFCMG2omRxheJ2,Okey Dokey,Okay Dokey,1R6qeTvAvaxB7hydIYVIY8,0.828,0.61,1.0,-4.23,1.0,0.0528,0.00544,0.0,0.158,0.311,126.011,248203.0,4.0,38.0,8,0.3222222222222222,0.4115942028985507
Basick,7pXKdkQsYFCMG2omRxheJ2,좋은 날 (Feat. 거미),Betterdays,3xPBeKSzZD0aMALdGMwbP0,0.647,0.865,9.0,-3.899,1.0,0.272,0.377,0.0,0.119,0.697,80.042,254812.0,4.0,50.0,1,0.145631067961165,0.1303191489361702
Basick,7pXKdkQsYFCMG2omRxheJ2,Joo,Fear,5YQ8OVvW80yoZqZ5PK9JXv,0.453,0.76,4.0,-3.241,0.0,0.303,0.188,0.0,0.185,0.43,87.358,249318.0,4.0,50.0,3,0.0,0.0
Mad Clown,0dX6tgZKWpamoFHFuXFhwd,사랑은 지옥에서 온 개 (Feat. 수란),LOVE IS A DOG FROM HELL (feat.SURAN),1rhWvjfn9UuR5L3DYwWLNq,0.491,0.908,6.0,-2.736,0.0,0.385,0.0718,0.0,0.102,0.881,170.88,215560.0,4.0,50.0,1,0.0253164556962025,0.017910447761194
Mad Clown,0dX6tgZKWpamoFHFuXFhwd,우리집을 못 찾겠군요 (Feat. 볼빨간사춘기),Lost Without You (feat.Bolbbalgan4),14ijZ1ZkGueHSoBveT2hTD,0.635,0.775,6.0,-3.382,0.0,0.237,0.24,0.0,0.421,0.81,93.497,215904.0,4.0,30.2,5,0.0319148936170212,0.018348623853211
Mad Clown,0dX6tgZKWpamoFHFuXFhwd,거짓말 (Feat. 이해리 Of 다비치),Lie (LEE HAE RI Of Davichi),6NJgr6vYsxju2fbwoBNICp,0.542,0.761,6.0,-4.748,1.0,0.262,0.329,0.0,0.371,0.699,76.627,254585.0,4.0,43.5,2,0.0,0.0
Mad Clown,0dX6tgZKWpamoFHFuXFhwd,그게 뭐라고,What was that,2BUb055JfQSMdsrWVjsy78,0.565,0.658,10.0,-5.36,1.0,0.221,0.678,0.0,0.254,0.739,87.012,202507.0,4.0,49.5,2,0.0,0.0
Mad Clown,0dX6tgZKWpamoFHFuXFhwd,다시 너를,Once Again,1qsjEmjRzXVsmC0oLitHzN,0.527,0.809,5.0,-4.427,1.0,0.182,0.522,0.0,0.279,0.354,72.738,235727.0,4.0,28.6,5,0.2077922077922078,0.1552346570397112
Mad Clown,0dX6tgZKWpamoFHFuXFhwd,Like Romance Comics,Like Romance Comics,2P4GSHDfraJaXLuZe9a8MA,0.643,0.574,4.0,-6.019,0.0,0.365,0.124,0.0,0.426,0.622,78.948,203679.0,4.0,50.0,1,0.075,0.116504854368932
Mad Clown,0dX6tgZKWpamoFHFuXFhwd,Sour Grapes,Sour Grapes,3YM89neEJceqTD7TZvaHOT,0.767,0.885,8.0,-2.956,0.0,0.279,0.116,0.0,0.145,0.831,92.95,234000.0,4.0,26.8,5,0.0465116279069767,0.0341685649202733
Mad Clown,0dX6tgZKWpamoFHFuXFhwd,Fire,Fire (feat.Jinsil Of Mad Soul Child),7y9FSrF6PBzTWwQIOVVUOj,0.792,0.864,9.0,-3.19,1.0,0.25,0.0914,0.0,0.142,0.646,113.061,211112.0,4.0,26.166666666666668,6,0.072289156626506,0.0893854748603352
Mad Clown,0dX6tgZKWpamoFHFuXFhwd,Hide And Seek,Hide And Seek (feat.Jooyoung),2tlW09YJNTVs1OU0bjR4UN,0.693,0.785,11.0,-4.781,1.0,0.126,0.32,0.0,0.397,0.479,130.529,252000.0,4.0,50.0,1,0.0,0.0
Mad Clown,0dX6tgZKWpamoFHFuXFhwd,견딜만해 (Feat. 효린 Of 씨스타),Without You (feat.Hyolyn(Sistar)),5wWA1aBxuHQqNU1pxX9qnz,0.548,0.72,5.0,-5.5,1.0,0.203,0.356,0.0,0.642,0.691,157.467,225411.0,4.0,9.0,2,0.125,0.1191860465116279
Mad Clown,0dX6tgZKWpamoFHFuXFhwd,스토커 (Feat. 크루셜스타),Stalker flip side story (feat.Crucial Star),6u5JrN5iElzSYl6ryoHObG,0.531,0.855,6.0,-4.188,0.0,0.366,0.168,0.0,0.381,0.775,175.214,215249.0,4.0,44.0,2,0.0,0.0
Mad Clown,0dX6tgZKWpamoFHFuXFhwd,Stupid In Love,Stupid in love,70asJaz2YBwCKQQVDQdWw1,0.67,0.949,1.0,-1.299,0.0,0.284,0.323,0.0,0.13,0.633,143.824,249497.0,4.0,31.666666666666668,9,0.0196078431372549,0.0237467018469656
Dynamicduo,4nvFFLtv7ZqoTr83387uK4,봉제선 (Feat. 수란),BONGJESEON (Feat. SURAN),0Wjj4wmUPn34PU9rOGCBj7,0.561,0.624,5.0,-5.06,0.0,0.0584,0.748,0.0,0.0855,0.307,123.171,259475.0,4.0,50.0,1,0.0,0.0
Dynamicduo,4nvFFLtv7ZqoTr83387uK4,기다렸다 가,Nosedive,6raQqIU6I73Cl7heEjjkkS,0.68,0.593,1.0,-6.496,1.0,0.176,0.328,0.0,0.105,0.399,94.007,231679.0,4.0,37.6,5,0.0,0.0
Dynamicduo,4nvFFLtv7ZqoTr83387uK4,SsSs,SsSs,3xlAiJu4AUtoQFbdhaHtkX,0.793,0.56,7.0,-6.651,1.0,0.0668,0.371,0.0,0.121,0.769,108.994,260628.0,4.0,30.4,5,0.0227272727272727,0.0244897959183673
Dynamicduo,4nvFFLtv7ZqoTr83387uK4,"? (물음표) (Feat. 최자 Of 다이나믹듀오, Zion.T)",AEAO,3TPvrMAd1hbPRXuHCRX0Pl,0.446,0.764,2.0,-6.479,1.0,0.181,0.057,0.0,0.141,0.576,152.604,316944.0,4.0,37.61538461538461,13,0.0344827586206896,0.0087336244541484
Dynamicduo,4nvFFLtv7ZqoTr83387uK4,"씨스루 (Feat. Zion.T, 개코 Of 다이나믹듀오)",AEAO,3TPvrMAd1hbPRXuHCRX0Pl,0.446,0.764,2.0,-6.479,1.0,0.181,0.057,0.0,0.141,0.576,152.604,316944.0,4.0,49.5,10,0.2948717948717949,0.2890625
Dynamicduo,4nvFFLtv7ZqoTr83387uK4,Beyond The Wall (Feat. Supreme Team),Beyond The Wall (Feat. Supreme Team),2fT9aep3xfpYw9WFcm5Kcf,0.76,0.869,4.0,-2.725,0.0,0.0801,0.123,0.0,0.106,0.854,111.96,211533.0,4.0,46.0,3,0.0588235294117647,0.0245901639344262
Dynamicduo,4nvFFLtv7ZqoTr83387uK4,미안해,I'm Sorry,5nystm9lO0sVCn2l8hx3Ya,0.788,0.873,1.0,-4.869,0.0,0.0987,0.152,0.0,0.0909,0.756,110.0,197893.0,4.0,37.0,1,0.0,0.0
Dynamicduo,4nvFFLtv7ZqoTr83387uK4,Heartbreaker (Feat. JW Of Nell),Heartbreaker (Feat. JW Of Nell),1w2sDHxf2d3XgFl0lndj5J,0.704,0.859,11.0,-4.338,0.0,0.212,0.378,0.0,0.135,0.745,97.001,240347.0,4.0,50.0,1,0.05,0.072072072072072
Gaeko,0tkHE1pQ5ZCgQb8WZ0ba79,마음이 그래,I feel like,1S2LT0vPyOL0xgkUSGMPsg,0.536,0.419,3.0,-8.181,1.0,0.0753,0.765,0.0,0.186,0.225,115.836,221053.0,4.0,50.0,1,0.0,0.0
Gaeko,0tkHE1pQ5ZCgQb8WZ0ba79,코끼리 (Feat. RM),Gajah (Feat. RM),6KboccKS3L0feiVQST88Ag,0.543,0.774,10.0,-5.798,0.0,0.308,0.171,0.0,0.13,0.556,92.957,256425.0,3.0,50.0,1,0.0744680851063829,0.0983606557377049
Gaeko,0tkHE1pQ5ZCgQb8WZ0ba79,"Cheers (Feat. Beenzino, Babylon)","Cheers (Feat. Beenzino, Babylon)",75FJPW5q4vpGf5xE4fCi2x,0.476,0.86,7.0,-3.729,1.0,0.258,0.134,0.0,0.156,0.575,89.703,224061.0,4.0,50.0,2,0.2234042553191489,0.2369146005509642
Gaeko,0tkHE1pQ5ZCgQb8WZ0ba79,될 대로 되라고 해 (느낌 So Good),Feel so good,0Xz8GGkDorpyPfeJmzjZHw,0.73,0.912,2.0,-2.968,1.0,0.322,0.012,0.0,0.281,0.829,126.948,242245.0,4.0,43.66666666666666,3,0.0761904761904762,0.0856423173803526
Drunken Tiger ,1kcYSWblYWOOMVOPNgbMYI,행복의 조건,Happiness is,3HMjAAYzTre8jog09CN7Qf,0.703,0.758,0.0,-4.859,1.0,0.326,0.226,0.0,0.177,0.436,94.804,209737.0,4.0,50.0,1,0.0,0.0116731517509727
Swings,6F5tPDq3TIduDv2ki6O1Oq,flex (Prod. By 기리보이),flex (Prod. By GIRIBOY),3tKtU9UOlNChXisFihGQ2G,0.871,0.786,7.0,-2.28,1.0,0.0846,0.177,0.0,0.0548,0.948,146.938,226198.0,4.0,41.333333333333336,9,0.1956521739130435,0.1349397590361445
Swings,6F5tPDq3TIduDv2ki6O1Oq,Fallin' (Feat. 박재범),Fallin' (feat. Jay Park),5sqvTbjdJE8eQ4dIe5m30J,0.504,0.733,1.0,-6.027,0.0,0.081,0.627,0.0,0.115,0.277,79.94,233810.0,4.0,50.0,1,0.109090909090909,0.0781893004115226
Swings,6F5tPDq3TIduDv2ki6O1Oq,"A Real Lady (Feat. Beenzino, Gray & Zion.T)","A Real Lady (feat. Beenzino, GRAY & Zion.T)",0XUkedMnKr7SNDJlDPHviO,0.726,0.877,6.0,-3.73,0.0,0.365,0.321,0.0,0.342,0.895,92.97,189792.0,4.0,49.66666666666666,3,0.2068965517241379,0.201058201058201
Swings,6F5tPDq3TIduDv2ki6O1Oq,줄래 (Feat. 서인국),줄래 (feat. Seo In Guk),5OOgOpugQQYjwDqfbiKKNT,0.67,0.924,11.0,-2.545,0.0,0.215,0.237,0.0,0.344,0.856,94.039,208444.0,4.0,50.0,1,0.0638297872340425,0.0787878787878787
Epik High,5snNHNlYT2UrtZo5HCJkiw,내 마음 들리나요 (Feat. 이하이),Can You Hear My Heart (feat. LEE HI),7n5eQJYX7e6H5gkzgyEfQG,0.694,0.592,7.0,-6.406,1.0,0.0367,0.742,0.0,0.124,0.305,95.047,248144.0,4.0,50.0,1,0.2686567164179104,0.32
BewhY,1wsoV3RXPkxVz3PwsNRI5K,Prod. by GRAY,OK (Prod. by GRAY),4JhmTcEhQHjATTLrITH9Ql,0.695,0.83,4.0,-2.124,0.0,0.251,0.0657,0.0,0.332,0.844,117.927,191540.0,4.0,31.88888888888889,9,0.2772277227722772,0.3052325581395348
San E,61MMiylth1injW39oZBuYB,mohae,mohae (feat. Bolbbalgan4),2kU8jORpeu3xCWAFYvLiPu,0.745,0.724,5.0,-2.194,0.0,0.065,0.463,7.12e-05,0.405,0.766,141.951,203711.0,4.0,44.0,3,0.0428571428571428,0.0234113712374581
San E,61MMiylth1injW39oZBuYB,BAD YEAR,BAD YEAR,7fTB9pzhii3DmUbrLkLxa5,0.731,0.736,1.0,-5.22,1.0,0.148,0.437,0.0,0.481,0.653,145.956,198174.0,4.0,40.333333333333336,3,0.4285714285714285,0.4146981627296588
San E,61MMiylth1injW39oZBuYB,달고나,Sugar and Me,0p3Z3XsISAlpX4iQY4B2rS,0.807,0.71,1.0,-4.107,1.0,0.0683,0.174,0.0,0.186,0.56,104.033,199554.0,4.0,35.666666666666664,3,0.1733333333333333,0.1782945736434108
San E,61MMiylth1injW39oZBuYB,Sour Grapes,Sour Grapes,3YM89neEJceqTD7TZvaHOT,0.767,0.885,8.0,-2.956,0.0,0.279,0.116,0.0,0.145,0.831,92.95,234000.0,4.0,26.8,5,0.0465116279069767,0.0341685649202733
San E,61MMiylth1injW39oZBuYB,Coach Me (Feat. 주헌),Coach Me (feat. JooHeon),6MaGXe3AN3pyxys593p2rH,0.695,0.872,5.0,-3.411,1.0,0.285,0.172,0.0,0.223,0.785,149.882,220954.0,4.0,34.0,1,0.3398058252427184,0.3692307692307692
San E,61MMiylth1injW39oZBuYB,Body Language (Feat. 범키),Body Language (feat. Bumkey),1phL3dVWvwuDcfoLzSKnD6,0.814,0.816,7.0,-3.126,1.0,0.154,0.443,0.0,0.493,0.863,136.016,216814.0,4.0,48.0,1,0.0,0.0
San E,61MMiylth1injW39oZBuYB,모두가 내 발아래 (Feat. MC그리),On Top of Your Head (feat. MC Gree),5mpX9KE0gHYJp3p1AlSK9q,0.748,0.805,5.0,-2.682,0.0,0.275,0.379,0.0,0.0546,0.768,130.224,245787.0,4.0,50.0,2,0.0,0.0
San E,61MMiylth1injW39oZBuYB,그 아버지에 그 아들,Like Father Like Son,69hLUu2zuc1EyFVB8ZWpfm,0.716,0.827,6.0,-5.202,1.0,0.333,0.574,0.0,0.173,0.733,91.03,230429.0,4.0,50.0,1,0.0103092783505154,0.011142061281337
San E,61MMiylth1injW39oZBuYB,"어디서 잤어 (Feat. 버벌진트, 스윙스)",Where Did You Sleep? (feat. Verbal Jint & Swings),6mYa5EZq1LzHJpA9re3XL1,0.725,0.895,6.0,-2.227,1.0,0.127,0.0486,0.0,0.115,0.765,94.997,201214.0,4.0,29.0,3,0.2340425531914893,0.3112244897959184
Nafla,3Zn6C68VCosoQrxu4D2Btr,"공상과학기술 (Feat. 기리보이, 스윙스) (Prod. 기리보이)",Wu,0awns037OT5FraMYo8jpUD,0.682,0.741,7.0,-4.338,1.0,0.128,0.176,0.0,0.198,0.575,79.967,165386.0,4.0,50.0,1,0.2875816993464052,0.28
GIRIBOY,2MtHuR0W2idZdF7x4wddqq,을 (Feat. BIG Naughty (서동현)),Eul (Feat. BIG Naughty),3MEcq4JRbQImU04hBtyM0w,0.788,0.577,6.0,-5.205,1.0,0.214,0.74,0.0,0.412,0.816,80.0,178573.0,4.0,50.0,1,0.0307692307692307,0.0613718411552346
GIRIBOY,2MtHuR0W2idZdF7x4wddqq,호랑이소굴 (Feat. Jvcki Wai),Tiger Den (Feat. Jvcki Wai),4lLtcSEIGqO7pvXCUvDtIU,0.502,0.858,4.0,-3.813,0.0,0.242,0.154,0.0,0.113,0.317,187.79,200000.0,4.0,50.0,2,0.0677966101694915,0.0833333333333333
GIRIBOY,2MtHuR0W2idZdF7x4wddqq,"파티피플 (Feat. 염따, Uneducated Kid)",Party People,0NObPNc263YTQ6m3w1RoJF,0.771,0.841,4.0,-3.221,1.0,0.0718,0.0764,0.0,0.27,0.725,94.009,201600.0,4.0,50.0,1,0.1125,0.1302931596091205
GIRIBOY,2MtHuR0W2idZdF7x4wddqq,예쁘잖아,Because You're Pretty,6SB7by6S98iScUgybNS3PI,0.879,0.682,11.0,-3.849,0.0,0.209,0.425,0.0,0.0947,0.835,83.024,201067.0,4.0,50.0,2,0.2567567567567567,0.2846441947565543
GIRIBOY,2MtHuR0W2idZdF7x4wddqq,Prod. By Fisherman of wybh,Hogu (Prod.by Fisherman of wybh) (feat.BrotherSu),2MmoAjts7yO99KhKT9D0dS,0.545,0.657,1.0,-2.727,1.0,0.304,0.503,0.0,0.527,0.647,78.379,230560.0,4.0,50.0,1,0.0449438202247191,0.0638888888888888
GIRIBOY,2MtHuR0W2idZdF7x4wddqq,우결 (Feat. 프롬),WuGyeol (feat.From),32EVLOIxH26ooQffb209yM,0.921,0.667,6.0,-3.611,0.0,0.0968,0.352,0.0,0.0422,0.869,124.932,211378.0,3.0,50.0,1,0.0606060606060606,0.0413223140495867
GIRIBOY,2MtHuR0W2idZdF7x4wddqq,Pillow,Pillow (feat. KIHYUN),5rVrQBRKAGLgXkJkxYYDNp,0.556,0.83,6.0,-4.868,1.0,0.198,0.125,0.0,0.205,0.732,169.963,218519.0,4.0,30.0,5,0.0434782608695652,0.091254752851711
GIRIBOY,2MtHuR0W2idZdF7x4wddqq,설렘주의,설렘주의,7A9akzpuDOLNmhiSHjaJAo,0.774,0.735,5.0,-3.539,0.0,0.0435,0.221,0.0,0.0821,0.626,94.997,207673.0,4.0,37.5,2,0.0684931506849315,0.0347490347490347
BOBBY,7ieMQQDR0bdBPz572mtxwS,꽐라,HOLUP!,0dkqqQAizwp3MHJKehq5ng,0.669,0.953,0.0,-2.43,1.0,0.0634,0.124,0.0,0.302,0.538,100.964,211875.0,4.0,39.0,2,0.1216216216216216,0.2166172106824926
BOBBY,7ieMQQDR0bdBPz572mtxwS,가,Raise your guard and Bounce,4T9VQdLrap2LBiXQ0G1Mib,0.766,0.894,2.0,-1.618,1.0,0.14,0.249,0.0,0.255,0.453,139.98,182431.0,4.0,50.0,1,0.3444444444444444,0.3982300884955752
BOBBY,7ieMQQDR0bdBPz572mtxwS,가드올리고 Bounce,Raise your guard and Bounce,4T9VQdLrap2LBiXQ0G1Mib,0.766,0.894,2.0,-1.618,1.0,0.14,0.249,0.0,0.255,0.453,139.98,182431.0,4.0,43.0,3,0.1238095238095238,0.2009685230024213
BOBBY,7ieMQQDR0bdBPz572mtxwS,연결고리#힙합,YGGR#Hip Hop,70JfqvAbQmdBs7Vp9nXtLT,0.588,0.807,4.0,-4.656,0.0,0.382,0.385,0.0,0.352,0.63,94.707,240572.0,4.0,41.16666666666666,6,0.2296296296296296,0.2254098360655737
Jay Park,4XDi67ZENZcbfKnvMnTYsI,습관,Dior Socks,,,,,,,,,,,,,,,35.666666666666664,6,0.0,0.0
Jay Park,4XDi67ZENZcbfKnvMnTYsI,버릇,Dior Socks,,,,,,,,,,,,,,,50.0,2,0.0,0.0
Jay Park,4XDi67ZENZcbfKnvMnTYsI,Go,Dior Socks,,,,,,,,,,,,,,,50.0,1,0.0,0.0280898876404494
Jay Park,4XDi67ZENZcbfKnvMnTYsI,쩔어,Dior Socks,,,,,,,,,,,,,,,34.0,1,0.0285714285714285,0.0887372013651877
Jay Park,4XDi67ZENZcbfKnvMnTYsI,병,Dior Socks,,,,,,,,,,,,,,,50.0,1,0.2446808510638297,0.2599009900990099
Jay Park,4XDi67ZENZcbfKnvMnTYsI,Prod. By GRAY,RUN IT,3sznlAy0sce8la6GVzhnKU,0.468,0.952,0.0,-1.926,0.0,0.311,0.25,0.0,0.24,0.66,140.041,191188.0,4.0,50.0,2,0.0,0.0
Jay Park,4XDi67ZENZcbfKnvMnTYsI,세 사람 (With 성시경),iffy (Prod. GroovyRoom),4q9JLlC3HIhN4CDC6KlpYK,0.939,0.519,0.0,-5.911,1.0,0.12,0.0715,0.0,0.0658,0.826,135.054,259983.0,4.0,28.142857142857142,7,0.0,0.0
Jay Park,4XDi67ZENZcbfKnvMnTYsI,Nerdy Love (Feat. 백예린),LOVE MY LIFE,0LeG45y04n33HDFDlODV5P,0.887,0.634,0.0,-5.763,0.0,0.112,0.314,3.55e-06,0.0679,0.841,118.036,205384.0,4.0,50.0,2,0.3866666666666666,0.4524495677233429
Jay Park,4XDi67ZENZcbfKnvMnTYsI,I Like 2 Party,I Like 2 Party,6CFaSj8vNSPatokZY9co8i,0.718,0.854,9.0,-3.886,0.0,0.0765,0.0678,0.0,0.112,0.782,128.03,236070.0,3.0,50.0,1,0.4285714285714285,0.4452830188679245
Jay Park,4XDi67ZENZcbfKnvMnTYsI,안아보자 (Feat. 정엽),Joah,2occELokWRfqLIlQJhJLZ6,0.532,0.875,11.0,-5.218,1.0,0.243,0.251,0.0,0.469,0.744,172.119,228102.0,4.0,31.5,2,0.0,0.0
Jay Park,4XDi67ZENZcbfKnvMnTYsI,Abandoned (Feat. Dok2),Abandoned (Feat. Dok2),4IgVHFgszoV0I9e2AGhT6m,0.673,0.56,1.0,-8.006,0.0,0.0412,0.0144,2.22e-06,0.147,0.0545,121.029,259593.0,4.0,47.0,1,0.3209876543209876,0.2946859903381642
Jessi,64k5e9kV9MdukXjFrR5R37,Cold Blooded,Cold Blooded,34JfHOd0fcefm4FSPSrIhF,0.961,0.739,9.0,-6.665,1.0,0.224,0.0794,0.0,0.0372,0.759,119.96,150053.0,4.0,50.0,2,0.5918367346938775,0.6383763837638377
Jessi,64k5e9kV9MdukXjFrR5R37,인생은 즐거워,The Rebirth - 인생은 즐거워,5JWwGApvvpzlWmRTvHzBTY,0.591,0.876,6.0,-0.756,0.0,0.0759,0.035,0.0,0.218,0.665,92.996,222908.0,4.0,50.0,2,0.1578947368421052,0.267515923566879
Jessi,64k5e9kV9MdukXjFrR5R37,Pop Ver.,I'll Be There - 2007 Remix Version,0fj9ClpLA10c77UbE2Fxus,0.703,0.941,11.0,-5.29,1.0,0.0322,0.00108,9.35e-05,0.0336,0.922,129.019,242991.0,4.0,50.0,1,0.0,0.0
CL,0tzSBCPJZmHTdOA3ZV2mN3,나쁜 기집애,THE BADDEST FEMALE,11F35JnHM8PhNqXloxWFKT,0.725,0.84,9.0,-4.861,1.0,0.0583,0.00456,0.0,0.337,0.674,140.055,223034.0,4.0,15.0,1,0.4831460674157303,0.5157384987893463
Woo (우원재),5a8EJtOEbUJDF4RX3mKK02,하기나 해 (Feat. Loco),We Are,2SMq0lOqCTHayWa9juoI0d,0.756,0.808,7.0,-3.272,1.0,0.0752,0.147,0.0,0.129,0.685,100.018,196020.0,4.0,46.66666666666666,3,0.0714285714285714,0.135
Woo (우원재),5a8EJtOEbUJDF4RX3mKK02,We Are,We Are,2SMq0lOqCTHayWa9juoI0d,0.756,0.808,7.0,-3.272,1.0,0.0752,0.147,0.0,0.129,0.685,100.018,196020.0,4.0,28.0,11,0.2823529411764706,0.2573529411764705
HAON,2krUNMgFZYm5s4Nn0g91W9,"NOAH (Feat. 박재범, Hoody)",NOAH,4etQJPDd3ldrBqSiW74iuD,0.753,0.948,9.0,-3.881,0.0,0.222,0.257,1.02e-06,0.0931,0.678,116.028,224569.0,4.0,50.0,1,0.3617021276595745,0.3890410958904109
Paloalto,2Yv0nlRtzgPl6u0dsS2hFv,moneyflow (다 비켜봐),moneyflow,44673Rco6EaaSWbrsAeaM3,0.743,0.892,11.0,-3.132,1.0,0.256,0.0326,0.0,0.477,0.567,115.112,198040.0,4.0,38.66666666666666,3,0.2368421052631578,0.296875
JUSTHIS,0Ch0t9gI47Lkal71uQnmV3,처럼 (Feat. 이하이),THISISJUSTHIS Pt. II,7kJyJvCBWdIQMXYqYsjt74,0.582,0.844,1.0,-5.205,1.0,0.357,0.122,0.0,0.165,0.701,96.035,251093.0,4.0,37.5,2,0.0,0.0
JUSTHIS,0Ch0t9gI47Lkal71uQnmV3,사랑 왜했어,THISISJUSTHIS,22FjLaQai9qtKtBFk9hezQ,0.703,0.841,1.0,-5.46,1.0,0.321,0.0963,0.0,0.0933,0.873,105.09,552325.0,4.0,50.0,2,0.0,0.0
BLOO,3ghCvruix2FYZ81DHRlOt1,Downtown Baby,Downtown Baby,61RF2qNzya48WZoS4k5uwp,0.551,0.619,4.0,-5.606,0.0,0.0651,0.349,0.0,0.109,0.28,177.879,196534.0,4.0,33.785714285714285,14,0.3333333333333333,0.2793650793650793
CHANGMO,3hvinNZRzTLoREmqFiKr1b,BLUE MOON (Prod. GroovyRoom),BLUE MOON (Prod. GroovyRoom),0CPWIY1etGeJLg12CAuP4n,0.786,0.783,5.0,-5.598,1.0,0.0451,0.158,0.0,0.109,0.449,106.987,203057.0,4.0,28.428571428571427,7,0.2,0.2787610619469026
Loco,2e4G04F77jxVuDYo44TCSm,러브(Prod.로코베리),Love(Prod.Rocoberry),29O4t4CViDRSDwiutvsOLS,0.461,0.623,11.0,-5.04,1.0,0.0369,0.648,0.0,0.109,0.415,180.174,220627.0,4.0,50.0,2,0.1269841269841269,0.1220472440944882
Loco,2e4G04F77jxVuDYo44TCSm,잠이 들어야 (Feat. 헤이즈),Can't Sleep,0KAEcWBiGbUMqysQGISkz8,0.718,0.551,1.0,-6.388,0.0,0.0466,0.599,0.0,0.263,0.278,78.021,251390.0,4.0,50.0,2,0.2028985507246377,0.1774891774891775
Loco,2e4G04F77jxVuDYo44TCSm,YOUNG,YOUNG,49HmLcTG7tsqz32TF3rnCC,0.343,0.704,6.0,-4.54,0.0,0.158,0.304,0.0,0.0679,0.457,63.439,229667.0,4.0,35.5,2,0.25,0.2935779816513761
Loco,2e4G04F77jxVuDYo44TCSm,주지마,Don’t,4MidkNeonif4PcWSjkwOb7,0.849,0.486,1.0,-7.049,1.0,0.0669,0.538,0.0,0.127,0.546,92.022,231654.0,4.0,28.2,10,0.2068965517241379,0.2137096774193548
Loco,2e4G04F77jxVuDYo44TCSm,아마도 그건,아마도 그건,4S2tpVDNAkvhHY6kkhVvXZ,0.661,0.551,2.0,-5.094,1.0,0.0659,0.28,0.0,0.107,0.485,78.137,193267.0,4.0,46.142857142857146,7,0.0,0.0
KillaGramz,4YMP326oNG8AQdTRang2yA,"어디 (Feat. DEAN, ZICO)",Where U At,1WKgeavgwTZ4hnZVlMrteD,0.706,0.799,8.0,-4.232,1.0,0.172,0.141,0.0,0.381,0.623,160.013,216226.0,4.0,46.0,2,0.1573033707865168,0.1488250652741514
KillaGramz,4YMP326oNG8AQdTRang2yA,"로비로모여 (Feat. 다이나믹듀오, 청하, 뮤지)",Lobby,1CozRXJvbYCwEUzIeAdbWZ,0.744,0.813,3.0,-3.117,0.0,0.136,0.22,0.0,0.0969,0.705,97.879,291005.0,4.0,50.0,1,0.2444444444444444,0.2652519893899204
VINXEN,4T6xiCykTP9rCNaEPU7D4q,FLYING HIGH WITH U,FLYING HIGH WITH U,4iZIvaus7v4wSjFvdF83NA,0.358,0.75,9.0,-4.746,1.0,0.269,0.809,0.0,0.107,0.539,207.595,207187.0,4.0,50.0,1,0.1538461538461538,0.1811023622047244
VINXEN,4T6xiCykTP9rCNaEPU7D4q,VINXEN,Snowflake,5EQjiY74P2KPjWbuTjTnkx,0.806,0.322,10.0,-9.28,1.0,0.036,0.888,0.000222,0.102,0.522,109.91,201623.0,4.0,50.0,3,0.1578947368421052,0.119047619047619
C JAMM,2ZT3bnHPOdErwCLdP5aHqR,연결고리#힙합,YGGR#Hip Hop,70JfqvAbQmdBs7Vp9nXtLT,0.588,0.807,4.0,-4.656,0.0,0.382,0.385,0.0,0.352,0.63,94.707,240572.0,4.0,41.16666666666666,6,0.2296296296296296,0.2254098360655737
Mommy Son,5xWKWXamxbujIdti9xpnI1,소년점프 (Feat. 배기성),Mommy Jump,0pNxBaNLzSMscor8qYXwUl,0.698,0.857,10.0,-1.88,0.0,0.181,0.0226,7.44e-06,0.125,0.381,150.137,140033.0,4.0,50.0,1,0.0481927710843373,0.0408163265306122
lIlBOI (lilboi),25wMXkplvEHJpJHX8A6Ved,연락해 (Feat. 화사),Call Me (feat. Hwa Sa),5PRhLGuPlPMN4XSttcwjiO,0.754,0.894,1.0,-2.783,1.0,0.105,0.164,0.0,0.103,0.894,139.98,212896.0,4.0,50.0,1,0.1351351351351351,0.1746575342465753
Zion.T,5HenzRvMtSrgtvU16XAoby,5,May,3gVbD5APaL2N4yDWM5YWiQ,0.725,0.364,7.0,-8.55,1.0,0.159,0.349,1.61e-05,0.122,0.326,90.071,196882.0,4.0,43.5,2,0.0,0.0
Zion.T,5HenzRvMtSrgtvU16XAoby,멋지게 인사하는 법 (Feat. 슬기 of Red Velvet),Hello Tutorial,36UcoqH2P24RtSGbLKLK3w,0.739,0.348,0.0,-7.477,1.0,0.0613,0.675,0.0,0.326,0.498,98.047,202343.0,4.0,31.2,5,0.0,0.0136986301369863
