Artist,Artist_Id,Track_Title,Track_Id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,avg_rank,weeks_on_chart,English_percent
VIXX,5BkB3rXc0qIdUtuEnhbK0A,The Romance Is Over,31KvHgvqjIlgqOJcrFUfvc,0.501,0.687,8,-4.477,1,0.0368,0.439,0,0.176,0.461,198.154,221446,3,91,1,
VIXX,5BkB3rXc0qIdUtuEnhbK0A,Badbye,47QenoD3ay9yncbGaShQty,0.497,0.718,10,-3.774,1,0.0357,0.355,0,0.333,0.421,85.135,234261,4,84,1,
VIXX,5BkB3rXc0qIdUtuEnhbK0A,Love Equation,5bhyVuVfBsLBkQl2LCz9I5,0.713,0.969,10,-2.789,1,0.0433,0.291,0,0.374,0.846,132.012,209182,4,28.85714286,7,
VIXX,5BkB3rXc0qIdUtuEnhbK0A,In the cold night,0glF9kuspnrCIQdpNOeN2l,0.649,0.718,6,-5.021,0,0.0297,0.673,0,0.105,0.513,145.99,234574,4,48.66666667,3,
VIXX,5BkB3rXc0qIdUtuEnhbK0A,Memory,455BlXVovZYNNkrjyvXCgh,0.732,0.817,11,-4.3,0,0.106,0.486,0,0.374,0.516,137.008,233753,4,27,2,
VIXX,5BkB3rXc0qIdUtuEnhbK0A,What U Waiting For,4ulgkxo3BovjgOBTIeJn34,0.717,0.94,7,-2.209,0,0.0569,0.0835,0,0.357,0.918,113.968,192484,4,74,2,
BTS,3Nrfpe0tUJi4K4DXYWgMUX,My Universe,3FeVmId7tL5YN8B7R3imoM,0.588,0.701,9,-6.39,1,0.0402,0.00813,0,0.2,0.443,104.988,228000,4,14.42857143,14,
BTS,3Nrfpe0tUJi4K4DXYWgMUX,Permission to Dance,3XYRV7ZSHqIRDG87DKTtry,0.702,0.741,9,-5.33,1,0.0427,0.00544,0,0.337,0.646,124.925,187585,4,13.32,25,
BTS,3Nrfpe0tUJi4K4DXYWgMUX,Dynamite - Holiday Remix,71g5YNZv9ysuAZVPuxOmiC,0.676,0.875,4,-1.645,1,0.0769,0.0185,0,0.0524,0.595,113.998,213315,4,155,3,
BTS,3Nrfpe0tUJi4K4DXYWgMUX,Dynamite - Acoustic Remix,083PvB3ID4h3jiGJ1GbbPA,0.656,0.889,1,-5.136,0,0.203,0.0228,7.56E-06,0.366,0.575,113.943,197994,4,178,1,
BTS,3Nrfpe0tUJi4K4DXYWgMUX,Make It Right (feat. Lauv),2WH4oy1SYppZrcdgKwSA0j,0.583,0.68,7,-7.809,1,0.422,0.0304,0,0.189,0.343,97.568,226321,4,106,8,
BTS,3Nrfpe0tUJi4K4DXYWgMUX,MIC Drop (feat. Desiigner) [Steve Aoki Remix],6XxpvCj3eLWs3lYowSgC4G,0.612,0.841,10,-4.332,0,0.219,0.0157,0,0.23,0.644,169.915,238726,4,63.75,4,
BTS,3Nrfpe0tUJi4K4DXYWgMUX,Come Back Home,5dEaQCUCJIQyJs5qVZYXOC,0.647,0.881,11,-4.42,0,0.0765,0.00154,1.12E-06,0.113,0.456,100.001,244588,4,21,1,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Queendom,6SpPr7K4YQ2wp8jU6uOTmQ,0.695,0.896,5,-1.24,1,0.0847,0.179,0,0.0626,0.508,119.959,181760,4,29.15789474,19,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Pose,6RTF5urAOB5C52nLxeRK5h,0.841,0.831,10,-3.675,0,0.0526,0.0617,0,0.101,0.762,124.965,200680,4,152.6666667,3,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Knock On Wood,0c2wKRwXpqSCBrAImEFCNf,0.533,0.869,11,-3.396,0,0.175,0.213,0,0.162,0.789,106.029,220587,4,112,1,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Pushin' N Pullin',00Cxlg96EHYJG2VoTh7Q3D,0.582,0.681,2,-3.232,0,0.0648,0.176,1.30E-05,0.0885,0.721,159.859,183360,4,139,1,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,"Hello, Sunset",3zQyl7ko8alM35mvYWmHuu,0.737,0.531,11,-4.51,1,0.037,0.198,0,0.142,0.871,71.999,210200,4,137,1,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Milky Way,2Oj5hRhkJH00VGzjBdQNq3,0.656,0.721,8,-3.981,1,0.0477,0.393,0,0.124,0.74,98.019,217533,4,143.6666667,3,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,RBB (Really Bad Boy),4xjVP2Vogo0C72o6Nevq0W,0.719,0.85,2,-3.229,1,0.0317,0.012,0.000239,0.114,0.367,150.059,188786,4,53,1,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Rebirth,6QCNYRB8RHXGaRlITuWRgL,0.769,0.569,6,-4.679,0,0.0503,0.31,0.000101,0.0674,0.755,86.983,213280,4,80.5,2,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Red Flavor,7nKQ5WAcjnG48knyLuo8gO,0.709,0.917,9,-3.315,1,0.189,0.0409,0,0.0839,0.515,125.042,191139,4,60.33333333,33,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,You Better Know,59fJbRecO16BIw9L1neEug,0.611,0.668,9,-3.093,1,0.044,0.256,0,0.096,0.402,119.978,250498,4,51.5,2,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Mojito,7qCfSyTqh4xGeua7hQXT0Z,0.623,0.8,11,-4.104,1,0.0554,0.164,0,0.359,0.697,150.988,184737,4,32,1,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Hear The Sea,5rUWULaKgEK2HozI1wYvZ9,0.626,0.565,9,-4.861,0,0.0298,0.533,0,0.157,0.471,90.982,202110,4,35,1,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Would U,1rL3u6JsjQT9Cxg1oHTJEK,0.758,0.627,5,-6.466,0,0.0528,0.497,0,0.204,0.544,93.957,203831,4,34.25,4,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Rookie,69xdFGM7SJkbDf77s0gJEl,0.683,0.938,8,-3.723,0,0.288,0.0888,0,0.331,0.868,164.1,197638,4,43.92857143,28,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Little Little,1IAEhCKD6ZSjnDdeJgvXWA,0.592,0.711,9,-4.938,1,0.0383,0.28,0,0.0694,0.279,91.926,239811,4,58.5,2,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Happily Ever After,7H1ly0lZJ9ebnci5B9t7Nh,0.665,0.651,8,-6.435,1,0.0801,0.0399,3.02E-05,0.0504,0.906,155.984,201645,4,71,1,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Talk To Me,32ou07yoda0mO4lw9pPpzC,0.584,0.813,8,-4.809,1,0.171,0.288,3.68E-06,0.345,0.881,164.79,212109,4,67,1,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Body Talk,3CihjB4pu58o2ititZw9Yg,0.526,0.828,6,-5.344,1,0.07,0.00652,4.05E-05,0.147,0.158,185.946,219320,4,79,1,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,ÎßàÏ?Îß??¨Î? Last Love,2OIENkx2TGwXbfGgxgs6Dt,0.331,0.509,6,-6.231,1,0.0331,0.565,0,0.108,0.137,129.479,294123,4,72,1,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,?∏Í?ÏßÄ ?åÏ? Wish Tree,3wtDVPGUMTHgsVdpr9uYin,0.563,0.534,5,-4.35,1,0.0273,0.643,0,0.0989,0.344,114.161,238787,3,53,3,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Ice Cream Cake,5vCuawHQ8Poch1odz9JDpB,0.58,0.935,9,-3.348,1,0.189,0.0318,0,0.0977,0.603,172.023,191440,4,36.29411765,17,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Automatic,76DhGlPaJ112MHVs1PJMyX,0.598,0.604,5,-6.406,0,0.252,0.0996,0,0.387,0.707,179.938,210160,4,58,2,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Somethin Kinda Crazy,4lsf2jQG0KVWBpGBISKRZk,0.72,0.828,0,-3.134,1,0.0408,0.395,0,0.114,0.786,104.045,199867,4,52,1,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Stupid Cupid,4iFbnPMRkgyDcVekYgFsnp,0.699,0.78,11,-3.694,0,0.129,0.0197,0.000119,0.629,0.834,123.041,209013,4,74,1,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Take It Slow,4hZShMUML4tIKWvxa2u7Ne,0.758,0.583,0,-5.227,1,0.0315,0.199,0,0.102,0.345,104.007,211760,4,64,1,
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,?¨Ì? (Candy),6z1ycVYyjuc6DsnDe9SKBW,0.554,0.577,4,-5.071,1,0.0346,0.593,0,0.178,0.316,135.921,262200,4,66,1,
TWICE,7n2Ycct7Beij7Dj7meI4X0,I love you more than anyone,3AqYmY1GE4oW6w90BPAU3i,0.564,0.667,5,-2.862,1,0.0294,0.433,0,0.149,0.681,98.166,217936,4,151.5,8,
TWICE,7n2Ycct7Beij7Dj7meI4X0,Alcohol-Free,0BTaaKT4RMbs5M73tOHX5Y,0.688,0.909,8,-1.992,1,0.0624,0.0474,1.35E-06,0.0674,0.702,97.097,210573,4,57.72413793,29,
TWICE,7n2Ycct7Beij7Dj7meI4X0,CRY FOR ME,2xtP8RNbo2BEMzLX7tK7aq,0.702,0.692,10,-5.405,1,0.0539,0.0542,0,0.0877,0.419,144.896,204168,4,164,1,
TWICE,7n2Ycct7Beij7Dj7meI4X0,FANCY,2qQpFbqqkLOGySgNK8wBXt,0.697,0.874,5,-2.15,0,0.0449,0.0122,0,0.627,0.775,132.018,213880,4,141.3888889,36,
TWICE,7n2Ycct7Beij7Dj7meI4X0,Signal,15rX80MpEJ2OqW3dPunQvI,0.62,0.761,0,-2.736,1,0.334,0.22,0,0.143,0.626,207.819,196680,4,35.04545455,22,
TWICE,7n2Ycct7Beij7Dj7meI4X0,Only You,4yBk3YSA3BxxLR2TseE8P0,0.632,0.945,10,-2.238,0,0.034,0.225,0,0.369,0.674,100.012,218693,4,56,1,
TWICE,7n2Ycct7Beij7Dj7meI4X0,Hold Me Tight,6ZqcC24vsQKxMN6r4vaOX7,0.717,0.955,7,-1.779,1,0.11,0.266,7.96E-06,0.413,0.697,98.999,199413,4,80,1,
TWICE,7n2Ycct7Beij7Dj7meI4X0,Eye Eye Eyes,1f0bbQnt1jMQQXZCgSGmA8,0.723,0.942,0,-2.733,1,0.133,0.0197,5.84E-06,0.345,0.547,105.027,175760,4,57.5,2,
TWICE,7n2Ycct7Beij7Dj7meI4X0,Someone Like Me,1eZ7uns6UcW63rP772iD0J,0.779,0.633,4,-6.446,1,0.051,0.324,0,0.136,0.467,99.993,205467,4,78,1,
TWICE,7n2Ycct7Beij7Dj7meI4X0,CHEER UP,7lB4rxNVc7vm33ZSZXVRAQ,0.551,0.885,6,-1.489,1,0.124,0.139,0,0.114,0.509,172.95,208853,4,46,65,
TWICE,7n2Ycct7Beij7Dj7meI4X0,Touchdown,33Y2SR1SLyfXD6lotmt0oP,0.784,0.837,2,-2.594,1,0.0438,0.0454,6.80E-05,0.335,0.682,110.002,202627,4,86,1,
TWICE,7n2Ycct7Beij7Dj7meI4X0,Like Ooh-Ahh,3c0CJ0DBgsGZ7I79lyx02Z,0.721,0.875,6,-1.166,1,0.0783,0.241,0.000105,0.382,0.692,141.994,215080,4,38.09615385,52,
BLACKPINK,41MozSoPIsD1dJM0CLPjZF,As If It's Your Last,4ZxOuNHhpyOj4gv52MtQpT,0.786,0.852,8,-2.687,1,0.0813,0.0687,0,0.0759,0.455,125.036,213264,4,96.67307692,52,
BLACKPINK,41MozSoPIsD1dJM0CLPjZF,PLAYING WITH FIRE,7qmvLmX9tyaTiBAVNI6YEn,0.706,0.756,4,-4.405,0,0.0845,0.0392,0,0.18,0.676,97.098,197289,4,42.32,50,
BLACKPINK,41MozSoPIsD1dJM0CLPjZF,STAY,3tP6QKbXvtrxiDI7QwKyUf,0.63,0.432,1,-6.721,1,0.0357,0.551,5.84E-06,0.0962,0.343,87.959,230323,4,55.55555556,9,
BLACKPINK,41MozSoPIsD1dJM0CLPjZF,WHISTLE - Acoustic Ver.,20MOKIGONywL5xIoB7RRAR,0.844,0.462,1,-5.969,0,0.0421,0.804,0,0.0923,0.636,102.94,212419,4,88,1,
BLACKPINK,41MozSoPIsD1dJM0CLPjZF,WHISTLE,6NEoeBLQbOMw92qMeLfI40,0.818,0.723,11,-4.82,1,0.114,0.00561,0,0.0866,0.607,102.945,211632,4,45.45454545,33,
BLACKPINK,41MozSoPIsD1dJM0CLPjZF,BOOMBAYAH,13MF2TYuyfITClL1R2ei6e,0.661,0.836,5,-3.164,0,0.059,0.00268,0,0.497,0.396,124.952,240793,4,53.57894737,19,
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,Is It Still Beautiful,4rrGSoMxUV0diSX4zpoCTf,0.543,0.311,5,-8.165,1,0.0289,0.715,0,0.0959,0.209,127.916,275362,4,78.44444444,18,
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,Heaven's Cloud,2Q4D2Pz1HDt1x4NukBID5Q,0.481,0.69,0,-7.858,0,0.072,0.0208,0,0.132,0.718,112.158,232227,4,150.5,2,
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,Anyone,12jngD7Hu6if6sIzPkO2k4,0.682,0.612,1,-7.961,0,0.0814,0.0617,0,0.124,0.485,109.99,176933,4,168,3,
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,GAM3 BO1,5Zt86CL16kbPvuwcmHMEg8,0.807,0.823,2,-5.847,1,0.072,0.118,0,0.102,0.623,98.019,189680,4,188.5,2,
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,Wave,7awomfKxYCpcqUlfZav6PD,0.714,0.657,10,-6.361,1,0.0327,0.00668,6.81E-06,0.309,0.669,119.988,184627,4,195.5,2,
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,HOME;RUN,2iW0q5jJJT5HKlIs25AAgv,0.687,0.942,2,-2.817,1,0.0741,0.0613,0,0.173,0.765,96.106,184427,4,115,4,
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,HEY BUDDY,1hd8IgMElWy3OqcFVjZMUx,0.768,0.887,4,-3.843,0,0.11,0.0284,0,0.23,0.54,115.95,198240,4,134,1,
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,Light a Flame,2QeqvHnADmf2fN5sowptuO,0.83,0.458,9,-7.306,1,0.0488,0.202,7.07E-06,0.0922,0.643,114.998,189587,4,139,1,
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,AH! LOVE,5TgfB8nBnuKaytBbjmrzO7,0.783,0.688,1,-5.619,0,0.032,0.362,0,0.22,0.88,121.989,194627,4,140,1,
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,Fearless,1bhuTWST1TYIVdrsEaQDKa,0.698,0.798,1,-4.466,1,0.0772,0.229,0,0.341,0.759,129.936,194813,4,136,2,
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,My My,4rnvC8St4YDHGuQdBEByRz,0.682,0.882,0,-3.384,1,0.0678,0.14,0,0.0804,0.558,100.075,185253,4,84,4,
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,Together,4yLHe4OAlIFnHerGgHNXBm,0.479,0.913,1,-3.243,1,0.0572,0.044,0,0.0732,0.716,162.022,244400,4,136.3333333,3,
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,Don't Wanna Cry,6Upu6yjkdi0DVI8E3IBZEU,0.781,0.683,0,-4.258,1,0.0325,0.164,1.53E-06,0.16,0.722,100.005,203427,4,57.11111111,9,
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,Habit,0ePDb0b1tMQlqP9u58pmcg,0.438,0.46,5,-6.95,0,0.0457,0.649,0,0.0881,0.531,171.806,253201,3,85,1,
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,Swimming Fool,0WdLp00HrAgjldOqFTpqb5,0.879,0.82,2,-5.456,1,0.0474,0.228,0.0109,0.237,0.844,124.013,187764,4,91,1,
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,Crazy in Love,1EbXVXelBudLyGasyGj7Ot,0.777,0.645,0,-5.692,0,0.262,0.13,0,0.119,0.725,113.955,215557,4,95,1,
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,BEAUTIFUL,0fK4XOE0TjcXOcMezZtncZ,0.74,0.898,0,-3.777,1,0.202,0.196,0,0.317,0.699,141.979,217452,4,83,1,
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,BOOMBOOM,0pWxUlYb3EM2WkcTJfwBdP,0.853,0.814,8,-3.047,1,0.0766,0.0347,0,0.171,0.686,108.111,206227,4,58,4,
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,HIGHLIGHT,6FdIEgj8ErhkOHbtB6aqFF,0.579,0.927,9,-3.262,0,0.181,0.0282,0,0.283,0.492,144.951,225302,4,90,1,
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,Lean On Me,25jVJDgG9Nv0jFIIPeb0c7,0.788,0.47,3,-5.676,1,0.221,0.698,0,0.209,0.64,85.961,204723,4,88,1,
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,Smile Flower,054sQZ2qmw0Ya7N0XSxl3j,0.567,0.368,1,-7.392,1,0.0342,0.831,0,0.142,0.364,143.93,232395,4,99,1,
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,Q&A,1pHCzbRvRFg59Kvc7WHckN,0.627,0.857,7,-2.948,1,0.0808,0.214,0,0.0974,0.878,83.896,220438,4,58.5,2,
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,Mansae,5rIsrawNyPv1q8v11iwJsh,0.749,0.955,7,-1.767,1,0.0867,0.0547,0,0.112,0.761,111.96,186875,4,94,1,
Wanna One,2CvaqAMMsX576VBehaJ0Wx,Light,7mpg5bCxWSTwTDLOU2KPeh,0.682,0.93,1,-2.52,0,0.119,0.214,0,0.216,0.727,139.93,209510,4,110,1,
Wanna One,2CvaqAMMsX576VBehaJ0Wx,BOOMERANG,20hvW8VbJgzV1VgRYS8GTo,0.729,0.913,1,-2.749,1,0.0781,0.0292,0,0.104,0.73,99.966,183475,4,102,1,
Wanna One,2CvaqAMMsX576VBehaJ0Wx,To Be One (Intro.),2jMMDgoya8QBid8br9IkB2,0.727,0.973,11,-2.307,0,0.153,0.229,0,0.239,0.308,119.868,61028,4,46,2,
Wanna One,2CvaqAMMsX576VBehaJ0Wx,Always (Acoustic Ver.),1rsvpq2FuGdEih29HcHla5,0.473,0.385,6,-5.887,1,0.0287,0.753,0,0.127,0.523,147.83,257948,4,49.75,4,
I.O.I,6RKnXXyprPjhBdCvL802Ku,DOWNPOUR,3pMnRGNIgK0Ql19zvnjv83,0.424,0.433,9,-4.073,1,0.0332,0.66,0,0.13,0.331,144.952,234259,4,66.17241379,29,
I.O.I,6RKnXXyprPjhBdCvL802Ku,Very Very Very,0BhMw9r3eOLMLXRFBLCt6O,0.744,0.963,7,-1.525,1,0.0616,0.136,1.86E-06,0.0836,0.788,102.985,203640,4,48.10344828,29,
I.O.I,6RKnXXyprPjhBdCvL802Ku,Hold On,64hNAJyLLuqazA2tS1ydEe,0.535,0.94,8,-1.008,1,0.0513,0.133,0,0.128,0.84,74.992,184935,4,54.6,5,
I.O.I,6RKnXXyprPjhBdCvL802Ku,More More,0PmcFeMuMBjDseDPXoYOn8,0.814,0.875,11,-2.166,0,0.0441,0.338,0,0.128,0.847,96.022,224032,4,61,1,
I.O.I,6RKnXXyprPjhBdCvL802Ku,M-Maybe,2rng1MN5ECfRL3OPuXGkGK,0.543,0.898,1,-0.682,0,0.0543,0.067,0,0.841,0.728,172.081,192584,4,86,1,
I.O.I,6RKnXXyprPjhBdCvL802Ku,Whatta Man (Good man),65y9Kv0AFpy2EB2BJPqGvJ,0.559,0.936,6,-2.254,0,0.0928,0.00634,3.55E-05,0.457,0.695,150.065,193605,4,39.55555556,9,
I.O.I,6RKnXXyprPjhBdCvL802Ku,Dream Girls,6t0U6KWwrQzl3HcyusKvLS,0.723,0.968,0,-1.512,1,0.147,0.0321,0,0.337,0.837,139.914,218194,4,47,12,
I.O.I,6RKnXXyprPjhBdCvL802Ku,Knock Knock Knock,5TSN8BueHQSo8LM7m2zsf9,0.703,0.931,6,-3.613,0,0.0958,0.308,0,0.472,0.801,92.011,230311,4,59.66666667,3,
I.O.I,6RKnXXyprPjhBdCvL802Ku,Doo Wap,4D7TBOW5QmWhHVO9pP3lQ6,0.685,0.849,2,-3.271,1,0.0447,0.365,0,0.0814,0.656,98.951,201491,4,45,1,
I.O.I,6RKnXXyprPjhBdCvL802Ku,When The Cherry Blossoms Fade,11dJTASuSsx7GkcZtKI7yO,0.645,0.885,7,-3.757,1,0.0648,0.348,0,0.0794,0.711,99.964,203283,4,52.11111111,9,
I.O.I,6RKnXXyprPjhBdCvL802Ku,Pick Me,7D3xNJRjMjULVcuG5Voct5,0.686,0.884,9,-4.835,1,0.0874,0.00421,0.000262,0.19,0.611,127.957,226874,4,93,1,
Cosmic Girls (WJSN),6hhqsQZhtp9hfaZhSd0VSD,UNNATURAL,1eykKBqxHgasGHwjOQIvbt,0.703,0.914,6,-0.692,1,0.157,0.365,0,0.104,0.707,124.203,181107,4,135.5,2,
Cosmic Girls (WJSN),6hhqsQZhtp9hfaZhSd0VSD,BUTTERFLY,33PStuI2gJCeZcYQIOHXAU,0.679,0.931,7,-1.957,1,0.0945,0.0942,0.000471,0.361,0.673,123.939,217067,4,118,1,
Cosmic Girls (WJSN),6hhqsQZhtp9hfaZhSd0VSD,As You Wish,42zMiF3EFBg5CsYbgKdhj1,0.652,0.959,6,-0.266,1,0.0617,0.123,0,0.311,0.779,112.04,195668,4,147.6666667,3,
Cosmic Girls (WJSN),6hhqsQZhtp9hfaZhSd0VSD,I Wish,6WhZjnG6CTfE1J9f7vZ8sk,0.752,0.878,7,-3.257,0,0.0376,0.102,0,0.0494,0.691,111.984,218094,4,74,5,
Cosmic Girls (WJSN),6hhqsQZhtp9hfaZhSd0VSD,Secret,1OIb1AalkGikhzCRbWgchd,0.692,0.969,7,-3.213,0,0.0678,0.167,0,0.301,0.762,111.495,222582,4,62,3,
TXT,0ghlgldX5Dd6720Q3qFyQB,Wishlist,4A6f3zMLDDAUgkGTLtpMc3,0.61,0.92,3,-5.054,1,0.107,0.00059,0,0.307,0.301,149.966,191788,4,59,2,
TXT,0ghlgldX5Dd6720Q3qFyQB,Drama,0YKzTMzgAXgQLpChiBRTlf,0.632,0.961,1,-2.392,0,0.0688,0.0705,0,0.26,0.714,126.001,209563,4,170,1,
ATEEZ,68KmkJeZGfwe1OUaivBa2L,Deja Vu,3zmrdOtnOogqLllz26WLZ3,0.692,0.835,6,-4.978,0,0.0628,0.0517,0,0.134,0.566,80.017,196670,4,49,1,
ATEEZ,68KmkJeZGfwe1OUaivBa2L,The Black Cat Nero,5GCkHlq2lxmtSlAhiLpnjq,0.604,0.903,6,-3.626,1,0.091,0.00799,2.17E-06,0.0578,0.317,130.982,265714,4,94,1,
MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,Where Are We Now,0cLXk75Pan3mhRlWqHiynh,0.407,0.494,8,-5.272,1,0.0343,0.744,1.62E-05,0.157,0.325,117.55,223547,4,115.6666667,3,
MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,AYA,4BZXVFYCb76Q0Klojq4piV,0.634,0.858,4,-2.226,0,0.0809,0.101,8.56E-06,0.258,0.637,91.688,211280,4,95.21428571,14,
MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,Dingga,0bDYceyQd1jnJO4sK47YxU,0.772,0.925,9,-2.788,0,0.108,0.0549,0,0.201,0.795,119.963,179080,4,73.175,40,
MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,WANNA BE MYSELF,0VPBuXtEG16NtN5ZGYJ7lV,0.713,0.867,9,-3.523,0,0.079,0.0747,8.25E-06,0.127,0.801,124.058,206240,4,125,4,
MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,Wind flower,2qwyjoSsSr3M7HTt611Q5O,0.735,0.795,0,-2.918,1,0.0518,0.656,0,0.0665,0.825,113.988,236816,4,33,1,
MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,Paint Me,6QD9XEFCvpvjEyQXEehYMv,0.504,0.462,2,-4.156,0,0.0323,0.71,0,0.168,0.257,128.27,218917,4,36,1,
MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,Memory,0QGeLX82C3IDkpVM264lo5,0.346,0.443,5,-6.913,0,0.0328,0.806,0,0.105,0.279,96.073,231530,3,85,1,
MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,D√©calcomanie,5WitNasXEIRptoLIQUcXMx,0.648,0.859,10,-2.384,1,0.0472,0.113,0,0.448,0.541,115.434,215998,4,44.56097561,41,
MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,I love too,4yKJ3bw9BIHgBF2iVLljBs,0.658,0.723,1,-5.587,1,0.0789,0.746,0,0.157,0.661,94.966,264609,4,91,1,
MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,NEW YORK,21tZbxhAF6edXKiIuPTkfm,0.759,0.833,5,-3.078,0,0.0698,0.0952,0,0.106,0.753,108.011,181619,4,51.5,6,
MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,Angel,58ucpI51aZsypd4dM22SyQ,0.418,0.458,1,-6.088,1,0.0347,0.838,0,0.135,0.248,125.741,212703,3,46,2,
MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,DAB DAB,3y340cZuTx2Tv8uuBkXJwO,0.814,0.833,10,-3.774,0,0.152,0.138,0,0.17,0.909,109.987,169851,4,69,1,
MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,?πÏ????®Ï?,19P6AinBzFz7Hc263yxApA,0.673,0.887,11,-2.67,0,0.0489,0.108,0,0.0653,0.629,131.978,253500,4,93,1,
MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,woo hoo,3APyUDYZaxQrv0WaDi05KM,0.689,0.88,11,-3.431,1,0.121,0.194,0,0.272,0.702,111.936,193576,4,57,4,
MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,Girl Crush,5WGLxlhumdEqAyEgKbVmra,0.847,0.806,7,-3.133,1,0.096,0.103,0,0.0697,0.82,128.057,188042,4,41.42857143,7,
MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,Um Oh Ah Yeh,0icGgAiUx5b0amQLycmGUr,0.729,0.893,7,-1.896,1,0.0476,0.128,0,0.167,0.453,104.977,214088,4,39.54166667,24,
MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,AHH OOP!,3k3UtKHFIzpFKHVdb80SQg,0.79,0.857,5,-3.878,0,0.121,0.541,0,0.0748,0.924,129.939,201700,4,71.5,2,
MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,My Everything,0A707ilHK1kr0CJbo6QC6X,0.631,0.569,8,-4.717,1,0.0343,0.279,0,0.0871,0.257,130.008,237639,4,93,1,
MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,Piano Man,2CC7fLFEcJBrO82NUwi9Op,0.783,0.853,10,-2.737,0,0.0564,0.324,0,0.807,0.805,111.042,195238,4,79.75,8,
BTOB,2hcsKca6hCfFMwwdbFvenJ,DREAMER,5S69qVsbHudSKincIUbYSf,0.623,0.895,0,-3.455,1,0.0863,0.044,0,0.162,0.699,95.058,213787,4,178,1,
